LOC_BUFF_N,LOC_FILE_N,LOC_COMP_C,LOC_REC_SI,LOC_REC_TY,LOC_LOCATI,LOC_DESCRI
LANGDICT,LANGDICT,BI2,343,B,I2\,
LOT,LOT,BI2,427,B,I2\,
MACHINE,MACHINE,BI2,651,B,I2\,
MKAHIST,MKAHIST,BI2,161,B,I2\,
MKASSIGN,MKASSIGN,BI2,36,B,I2\,
MKDEF,MKDEF,BI2,63,B,I2\,
MKECLASS,MKECLASS,BI2,54,B,I2\,
MKEVENT,MKEVENT,BI2,243,B,I2\,
MKFORM,MKFORM,BI2,105,B,I2\,
MKECLASS,MKICLASS,BI2,54,B,I2\,
MKTCLASS,MKTCLASS,BI2,54,B,I2\,
MKTNOTE,MKTNOTE,BI2,80,B,I2\,
MKTRACK,MKTRACK,BI2,62,B,I2\,
MKTROUT,MKTROUT,BI2,36,B,I2\,
MTEXCHG,MTEXCHG,BI2,127,B,I2\,
MTICMSTR,MTICAMTR,BI2,1533,B,I2\,
MTICMSTR,MTICEMTR,BI2,1533,B,I2\,
MTICMSTR,MTICMSTR,BI2,1533,B,I2\,
MTICMSTR,MTINVDEF,BI2,1533,B,I2\,
MTMRP,MTMRP,BI2,145,B,I2\,
MWOPTEMP,MWOPTEMP,BI2,163,B,I2\,
BKAPDESC,NOTETEMP,BI2,120,B,I2\,
NZITPRE,NZITPRE,BI2,828,B,I2\,
OPQCDESC,OPQCDESC,BI2,161,B,I2\,
OUTPROC,OUTHPROC,BI2,229,B,I2\,
OUTPROC,OUTPROC,BI2,229,B,I2\,
PIBINLOC,PIBINLOC,BI2,212,B,I2\,
PIBINLOT,PIBINLOT,BI2,166,B,I2\,
QCCODES,QCCODES,BI2,32,B,I2\,
ROCHG,ROCHG,BI2,342,B,I2\,
ROUTING,ROUTAING,BI2,1514,B,I2\,
ROUTING,ROUTING,BI2,1514,B,I2\,
ROUTING,ROUTTEMP,BI2,1514,B,I2\,
SCHEDCAL,SCHEDCAL,BI2,29,B,I2\,
SCHWO,SCHWO,BI2,68,B,I2\,
SCRAP,SCRAP,BI2,272,B,I2\,
SERIAL,SERIAL,BI2,417,B,I2\,
SERIAL,SERIALH,BI2,417,B,I2\,
SUMCUST,SUMCUST,BI2,30,B,I2\,
SUMINV,SUMINV,BI2,149,B,I2\,
SUMPNCUS,SUMPNCUS,BI2,45,B,I2\,
SUMWC,SUMWC,BI2,48,B,I2\,
BKCMACTD,TEMPOLD,BI2,116,B,I2\,
TESTARRA,TESTARRA,BI2,110,B,I2\,
TESTFILE,TESTFILE,BI2,247,B,I2\,
TOOL,TOOL,BI2,1134,B,I2\,
CLASMSTR,VENDCLAS,BI2,34,B,I2\,
WCCTL,WCCTL,BI2,37,B,I2\,
WCTRLOAD,WCTRLOAD,BI2,152,B,I2\,
WCTRLOAD,WCTRSLOD,BI2,152,B,I2\,
WOBOM,WOBOM,BI2,496,B,I2\,
WOBOMCHG,WOBOMCHG,BI2,353,B,I2\,
WOBOMREM,WOBOMHRM,BI2,1320,B,I2\,
WOBOMREM,WOBOMREM,BI2,1320,B,I2\,
WODATE,WODATE,BI2,157,B,I2\,
WOLABOR,WOELABOR,BI2,799,B,I2\,
WOMAT,WOEMAT,BI2,466,B,I2\,
WORECV,WOERECV,BI2,131,B,I2\,
WOEXCHG,WOEXCHG,BI2,113,B,I2\,
WOBOM,WOHBOM,BI2,496,B,I2\,
WODATE,WOHDATE,BI2,157,B,I2\,
WOEXCHG,WOHEXCHG,BI2,113,B,I2\,
WOLABOR,WOHLABOR,BI2,799,B,I2\,
WOMAT,WOHMAT,BI2,466,B,I2\,
WORECV,WOHRECV,BI2,131,B,I2\,
WOROUT,WOHROUT,BI2,1590,B,I2\,
WOLABOR,WOLABOR,BI2,799,B,I2\,
WOLABOR,WOLABRPT,BI2,799,B,I2\,
WOMAT,WOMAT,BI2,466,B,I2\,
WORECV,WORECV,BI2,131,B,I2\,
WORKCHG,WORKACHG,BI2,458,B,I2\,
WORKCHG,WORKCHG,BI2,458,B,I2\,
WORKCTR,WORKCTR,BI2,468,B,I2\,
WORKORD,WORKHORD,BI2,1173,B,I2\,
WORKORD,WORKORD,BI2,1173,B,I2\,
WORKORD,WORKSORD,BI2,1173,B,I2\,
WOROCHG,WOROCHG,BI2,352,B,I2\,
WOROUT,WOROUT,BI2,1590,B,I2\,
WOROUT,WOROUTMP,BI2,1590,B,I2\,
WOBOM,WOSBOM,BI2,496,B,I2\,
WOROUT,WOSROUT,BI2,1590,B,I2\,
BKICMSTR,XXICMSTR,BI2,617,B,I2\,
AHSYLOG,AHSYLOG,BAB,27,B,AB\,
BKART,ARTTEMP,BAB,70,B,AB\,
BKABCUST,BKABCUST,BAB,13,B,AB\,
BKABVEND,BKABVEND,BAB,33,B,AB\,
BKACTRPT,BKACTRPT,BAB,534,B,AB\,
BKCMACCN,BKAPACCN,BAB,4251,B,AB\,
BKAPDESC,BKAPADSC,BAB,120,B,AB\,
BKAPPO,BKAPAPO,BAB,893,B,AB\,
BKAPPOL,BKAPAPOL,BAB,370,B,AB\,
BKAPCHKF,BKAPCHKF,BAB,91,B,AB\,
BKAPCHKF,BKAPCHKH,BAB,91,B,AB\,
BKARDEP,BKAPDEP,BAB,81,B,AB\,
BKAPDESC,BKAPDESC,BAB,120,B,AB\,
BKAPINVT,BKAPEIVT,BAB,175,B,AB\,
BKAPVEND,BKAPEVND,BAB,2230,B,AB\,
BKAPDESC,BKAPHDSC,BAB,120,B,AB\,
BKAPPO,BKAPHPO,BAB,893,B,AB\,
BKAPPOL,BKAPHPOL,BAB,370,B,AB\,
BKAPINVL,BKAPINVL,BAB,3756,B,AB\,
BKAPINVT,BKAPINVT,BAB,175,B,AB\,
BKAPNOTE,BKAPNOTE,BAB,642,B,AB\,
BKAPPO,BKAPPO,BAB,893,B,AB\,
BKAPPOL,BKAPPOL,BAB,370,B,AB\,
BKRFQ,BKAPQUOT,BAB,466,B,AB\,
BKAPPO,BKAPRFQ,BAB,893,B,AB\,
BKAPPOL,BKAPRFQL,BAB,370,B,AB\,
BKAPINVL,BKAPRIVL,BAB,3756,B,AB\,
BKAPVEND,BKAPVEND,BAB,2230,B,AB\,
BKAPVND2,BKAPVND2,BAB,1831,B,AB\,
BKAPCHKF,BKARCHKF,BAB,91,B,AB\,
BKAPCHKF,BKARCHKH,BAB,91,B,AB\,
BKARCUST,BKARCUST,BAB,2498,B,AB\,
BKARDEP,BKARDEP,BAB,81,B,AB\,
BKAPDESC,BKARDESC,BAB,120,B,AB\,
BKAPDESC,BKARDPST,BAB,120,B,AB\,
BKARCUST,BKARECST,BAB,2498,B,AB\,
BKARINVT,BKAREIVT,BAB,189,B,AB\,
BKAPDESC,BKARHDSC,BAB,120,B,AB\,
BKARINV,BKARHINV,BAB,1551,B,AB\,
BKARINVL,BKARHIVL,BAB,312,B,AB\,
BKARHTAX,BKARHTAX,BAB,42,B,AB\,
BKARINV,BKARINV,BAB,1551,B,AB\,
BKARINVI,BKARINVI,BAB,124,B,AB\,
BKARINVL,BKARINVL,BAB,312,B,AB\,
BKARINVT,BKARINVT,BAB,189,B,AB\,
BKARINVV,BKARINVV,BAB,673,B,AB\,
BKAPDESC,BKARRDSC,BAB,120,B,AB\,
BKARINV,BKARRINV,BAB,1551,B,AB\,
BKARINVL,BKARRIVL,BAB,312,B,AB\,
BKARCUST,BKARSHIP,BAB,2498,B,AB\,
BKARINVL,BKARSIVL,BAB,312,B,AB\,
BKART,BKART,BAB,70,B,AB\,
BKARTNOT,BKARTNOT,BAB,40,B,AB\,
BKARTXN,BKARTXN,BAB,251,B,AB\,
BKARTXN,BKARTXNB,BAB,251,B,AB\,
BKARTXN,BKARTXNS,BAB,251,B,AB\,
BKBMMSTR,BKBMAMTR,BAB,215,B,AB\,
BKBMMSTR,BKBMARC,BAB,215,B,AB\,
BKBMMSTR,BKBMAVAL,BAB,215,B,AB\,
BKBMCNFG,BKBMCNFG,BAB,26,B,AB\,
BKBMDIM,BKBMDIM,BAB,134,B,AB\,
BKBMMSTR,BKBMEMTR,BAB,215,B,AB\,
BKBMREMK,BKBMERMK,BAB,1062,B,AB\,
BKBMMSTR,BKBMMSTR,BAB,215,B,AB\,
BKBMNOTE,BKBMNOTE,BAB,975,B,AB\,
BKBMREMK,BKBMREMK,BAB,1062,B,AB\,
BKBMMSTR,BKBMSUMM,BAB,215,B,AB\,
BKCMACCC,BKCMACCC,BAB,30,B,AB\,
BKCMACCL,BKCMACCL,BAB,15,B,AB\,
BKCMACCN,BKCMACCN,BAB,4251,B,AB\,
BKCMACCT,BKCMACCT,BAB,1014,B,AB\,
BKCMACFC,BKCMACFC,BAB,33,B,AB\,
BKCMACTD,BKCMACTD,BAB,116,B,AB\,
BKCMACTF,BKCMACTF,BAB,331,B,AB\,
BKCMACTH,BKCMACTH,BAB,201,B,AB\,
BKCMCNTD,BKCMCNTD,BAB,252,B,AB\,
BKCMCTRL,BKCMCTL1,BAB,10,B,AB\,
BKCMCTRL,BKCMCTL2,BAB,10,B,AB\,
BKCMCTRL,BKCMCTL3,BAB,10,B,AB\,
BKCMCTRL,BKCMCTL4,BAB,10,B,AB\,
BKCMCTRL,BKCMCTRL,BAB,10,B,AB\,
BKARCUST,BKCMCUST,BAB,2498,B,AB\,
BKCMACCT,BKCMDE,BAB,1014,B,AB\,
BKCMDTCD,BKCMDTCD,BAB,27,B,AB\,
BKCMDUN,BKCMDUN,BAB,482,B,AB\,
BKCMDUNH,BKCMDUNH,BAB,47,B,AB\,
BKCMACCL,BKCMEACC,BAB,15,B,AB\,
BKCMACTD,BKCMEACD,BAB,116,B,AB\,
BKCMACTF,BKCMEACF,BAB,331,B,AB\,
BKCMACTH,BKCMEACH,BAB,201,B,AB\,
BKCMACCT,BKCMEACT,BAB,1014,B,AB\,
BKCMFTME,BKCMEFTM,BAB,53,B,AB\,
BKCMFORM,BKCMFORM,BAB,132,B,AB\,
BKCMFTME,BKCMFTME,BAB,53,B,AB\,
BKCMHCD2,BKCMHCD2,BAB,50,B,AB\,
BKCMHCOD,BKCMHCOD,BAB,85,B,AB\,
BKCMLEAD,BKCMLEAD,BAB,30,B,AB\,
BKCMMHST,BKCMMHST,BAB,384,B,AB\,
BKCMPCFC,BKCMPCFC,BAB,33,B,AB\,
BKCMPCNT,BKCMPCNT,BAB,733,B,AB\,
BKCMPCTF,BKCMPCTF,BAB,322,B,AB\,
BKCMPCTH,BKCMPCTH,BAB,134,B,AB\,
BKCMREP,BKCMREP,BAB,128,B,AB\,
BKCMSBDF,BKCMSBDF,BAB,21,B,AB\,
BKCMTEMP,BKCMTEMP,BAB,46,B,AB\,
BKCMTERR,BKCMTERR,BAB,296,B,AB\,
BKCMTEMP,BKCMTMP1,BAB,46,B,AB\,
BKCMTEMP,BKCMTMP2,BAB,46,B,AB\,
BKCMTEMP,BKCMTMP3,BAB,46,B,AB\,
BKCMTEMP,BKCMTMP4,BAB,46,B,AB\,
BKCMVNDF,BKCMVNDF,BAB,330,B,AB\,
BKCMVNDH,BKCMVNDH,BAB,134,B,AB\,
BKCMVNFC,BKCMVNFC,BAB,33,B,AB\,
BKCPEC,BKCPEC,BAB,84,B,AB\,
BKCPMSTR,BKCPMSTR,BAB,280,B,AB\,
BKDCCFG,BKDCCFG,BAB,200,B,AB\,
BKDCLAB,BKDCCLAB,BAB,877,B,AB\,
BKDCLAB,BKDCHLAB,BAB,877,B,AB\,
BKDCLAB,BKDCLAB,BAB,877,B,AB\,
BKDCLAB,BKDCPLAB,BAB,877,B,AB\,
BKDCSHFT,BKDCSHFT,BAB,245,B,AB\,
BKDCLAB,BKDCTLAB,BAB,877,B,AB\,
BKEDIDUN,BKEDIDUN,BAB,33,B,AB\,
BKARINV,BKEDIH,BAB,1551,B,AB\,
BKARINVL,BKEDIL,BAB,312,B,AB\,
BKEDMSTR,BKEDMSTR,BAB,89,B,AB\,
BKEDNOTE,BKEDNOTE,BAB,96,B,AB\,
BKEDPOST,BKEDPOST,BAB,18,B,AB\,
BKESTCFG,BKESTCFG,BAB,315,B,AB\,
BKARINV,BKESTQT,BAB,1551,B,AB\,
BKARINVL,BKESTQTL,BAB,312,B,AB\,
BKFLDHLP,BKFLDHLP,BAB,79,B,AB\,
BKFOCFG,BKFOCFG,BAB,71,B,AB\,
BKGLCHK,BKGLACHK,BAB,173,B,AB\,
BKGLGJLN,BKGLAGJL,BAB,123,B,AB\,
BKGLGJRN,BKGLAGJR,BAB,104,B,AB\,
BKGLTRAN,BKGLATRN,BAB,137,B,AB\,
BKGLCCOA,BKGLCCOA,BAB,490,B,AB\,
BKGLCHK,BKGLCHK,BAB,173,B,AB\,
BKGLCOA,BKGLCOA,BAB,556,B,AB\,
BKAPDESC,BKGLDESC,BAB,120,B,AB\,
BKGLCOA,BKGLECOA,BAB,556,B,AB\,
BKGLTRAN,BKGLETRN,BAB,137,B,AB\,
BKGLCOA,BKGLFCOA,BAB,556,B,AB\,
BKGLFSTL,BKGLFSTL,BAB,68,B,AB\,
BKGLGJLN,BKGLGJLN,BAB,123,B,AB\,
BKGLGJRN,BKGLGJRN,BAB,104,B,AB\,
BKGLTRAN,BKGLHIST,BAB,137,B,AB\,
BKGLCHK,BKGLICC,BAB,173,B,AB\,
BKGLGJLN,BKGLRGJL,BAB,123,B,AB\,
BKGLGJRN,BKGLRGJR,BAB,104,B,AB\,
BKGLSTMT,BKGLSTMT,BAB,1670,B,AB\,
BKGLTRAN,BKGLTEMP,BAB,137,B,AB\,
BKGLGJLN,BKGLTGJL,BAB,123,B,AB\,
BKGLGJRN,BKGLTGJR,BAB,104,B,AB\,
BKGLTRAN,BKGLTMP,BAB,137,B,AB\,
BKGLTRAN,BKGLTMP2,BAB,137,B,AB\,
BKGLTRAN,BKGLTMP3,BAB,137,B,AB\,
BKGLTRAN,BKGLTRAN,BAB,137,B,AB\,
BKGLX,BKGLX,BAB,139,B,AB\,
BKGLX,BKGLXH,BAB,139,B,AB\,
BKICALTD,BKICALTD,BAB,436,B,AB\,
BKICALTP,BKICALTP,BAB,131,B,AB\,
BKICMSTR,BKICAMTR,BAB,617,B,AB\,
BKICPMAT,BKICAPMA,BAB,1353,B,AB\,
BKICDIM,BKICDIM,BAB,867,B,AB\,
BKICLOC,BKICELOC,BAB,350,B,AB\,
BKICMSTR,BKICEMTR,BAB,617,B,AB\,
BKICLOC,BKICLOC,BAB,350,B,AB\,
BKICLOCM,BKICLOCM,BAB,325,B,AB\,
BKICMFG,BKICMFG,BAB,155,B,AB\,
BKICMSTR,BKICMSTR,BAB,617,B,AB\,
BKICPMAT,BKICPMAT,BAB,1353,B,AB\,
BKICREF,BKICREF,BAB,420,B,AB\,
BKICTAX,BKICTAX,BAB,373,B,AB\,
BKICVAL,BKICVAL,BAB,35,B,AB\,
BKISTAX,BKISHTAX,BAB,89,B,AB\,
BKISTAX,BKISTAX,BAB,89,B,AB\,
BKLOGON,BKLOGON,BAB,46,B,AB\,
BKMATCST,BKMATCST,BAB,245,B,AB\,
BKMATRIM,BKMATRIM,BAB,20,B,AB\,
BKMRPFC,BKMRPFC,BAB,91,B,AB\,
BKMRPPO,BKMRPPO,BAB,166,B,AB\,
BKMRPSW,BKMRPSW,BAB,16,B,AB\,
BKPCKIT,BKPCKIT,BAB,68,B,AB\,
BKPCPLOT,BKPCPLOT,BAB,98,B,AB\,
BKPIFROZ,BKPIFROZ,BAB,109,B,AB\,
BKPILOT,BKPILCNT,BAB,86,B,AB\,
BKPILOT,BKPILOT,BAB,86,B,AB\,
BKPIMSTR,BKPIMSTR,BAB,36,B,AB\,
BKPIPHYS,BKPIPHYS,BAB,152,B,AB\,
BKPISER,BKPISCNT,BAB,103,B,AB\,
BKPISER,BKPISER,BAB,103,B,AB\,
BKPOX,BKPOX,BAB,203,B,AB\,
BKPOX,BKPOXH,BAB,203,B,AB\,
BKPRCOMM,BKPRACOM,BAB,104,B,AB\,
BKPRAGNT,BKPRAGNT,BAB,26,B,AB\,
BKPRSALE,BKPRBOOK,BAB,894,B,AB\,
BKPRCOMM,BKPRCOMM,BAB,104,B,AB\,
BKPRCURP,BKPRCURP,BAB,1122,B,AB\,
BKPRFTAX,BKPRFTAX,BAB,671,B,AB\,
BKPRGLFL,BKPRGLFL,BAB,3908,B,AB\,
BKPRCOMM,BKPRHCOM,BAB,104,B,AB\,
BKPRCURP,BKPRHIST,BAB,1122,B,AB\,
BKPRINFO,BKPRINFO,BAB,4039,B,AB\,
BKPRMSTR,BKPRMSTR,BAB,3575,B,AB\,
BKPRSALE,BKPRSALE,BAB,894,B,AB\,
BKPRSTFL,BKPRSTFL,BAB,12,B,AB\,
BKPRTC,BKPRTC,BAB,44,B,AB\,
BKPRTCFG,BKPRTCFG,BAB,2039,B,AB\,
BKPRMSTR,BKPRW2,BAB,3575,B,AB\,
BKQCMSTR,BKQCMSTR,BAB,147,B,AB\,
BKQCTRAN,BKQCTRAN,BAB,437,B,AB\,
BKAPDESC,BKQTNOTE,BAB,120,B,AB\,
BKAPDESC,BKQTTEMP,BAB,120,B,AB\,
BKRFQ,BKRFQ,BAB,466,B,AB\,
BKAPDESC,BKRFQDES,BAB,120,B,AB\,
BKRTCST,BKRTCST,BAB,149,B,AB\,
ROUTING,BKRTEMTR,BAB,1514,B,AB\,
BKRTSPEC,BKRTSPEC,BAB,99,B,AB\,
BKRTTEMP,BKRTTEMP,BAB,97,B,AB\,
BKSAREPT,BKSAREPT,BAB,559,B,AB\,
BKSBMFG,BKSBMFG,BAB,223,B,AB\,
BKSBPART,BKSBPART,BAB,105,B,AB\,
BKSBVEND,BKSBVEND,BAB,125,B,AB\,
BKSHORT,BKSHORT,BAB,110,B,AB\,
BKARTXN,BKSOHLOT,BAB,251,B,AB\,
BKARTXN,BKSOHSER,BAB,251,B,AB\,
BKSOLOCK,BKSOLOCK,BAB,68,B,AB\,
BKAPDESC,BKSONOTE,BAB,120,B,AB\,
BKMRPPO,BKSOPO,BAB,166,B,AB\,
BKSOX,BKSOX,BAB,269,B,AB\,
BKSOX,BKSOXH,BAB,269,B,AB\,
BKSYAP,BKSYAP,BAB,50,B,AB\,
BKSYAR,BKSYAR,BAB,16,B,AB\,
BKSYCFG,BKSYCFG,BAB,4,B,AB\,
BKSYHELP,BKSYHELP,BAB,70,B,AB\,
BKSYLOG,BKSYLOG,BAB,259,B,AB\,
BKSYMSTR,BKSYMSTR,BAB,2331,B,AB\,
BKSYPRTR,BKSYPRTR,BAB,64,B,AB\,Available printers
BKUMSRTY,BKUMSRTY,BAB,25,B,AB\,
BKMRPPO,BKWOPO,BAB,166,B,AB\,
BKYSMSTR,BKYSMSTR,BAB,1045,B,AB\,
BOMCHG,BOMCHG,BAB,343,B,AB\,
BUCKETS,BUCKETS,BAB,89,B,AB\,
CALENDAR,CALENDAR,BAB,33,B,AB\,
CALTEMP,CALTEMP,BAB,12,B,AB\,
CCEDIXRF,CCEDIXRF,BAB,70,B,AB\,
CLASMSTR,CLASMSTR,BAB,34,B,AB\,
CLASS,CLASS,BAB,234,B,AB\,
CLASMSTR,CUSTCLAS,BAB,34,B,AB\,
DBACNAME,DBACNAME,BAB,67,B,AB\,
DBAFIFO,DBAFIFO,BAB,43,B,AB\,
BKICPMAT,DISCOUNT,BAB,1353,B,AB\,
DPTMENT,DPTMENT,BAB,34,B,AB\,
EIMCOLST,EIMCOLST,BAB,462,B,AB\,
BKGLCOA,EMERSNGL,BAB,556,B,AB\,
ESTCHGS,ESTCHGS,BAB,46,B,AB\,
ESTMAT,ESTMAT,BAB,271,B,AB\,
ESTROUT,ESTROUT,BAB,1219,B,AB\,
ESTSUM,ESTSUM,BAB,2465,B,AB\,
HELPURL,HELPURL,BAB,366,B,AB\,
INVTXN,INVATXN,BAB,543,B,AB\,
INVTXN,INVETXN,BAB,543,B,AB\,
INVTXN,INVTXN,BAB,543,B,AB\,
IS2DBAR,IS2DBAR,BAB,329,B,AB\,
ISNCR,ISACAR,BAB,2319,B,AB\,
ISCARFUP,ISACARFU,BAB,156,B,AB\,
ISACCESS,ISACCESS,BAB,275,B,AB\,
ISACTION,ISACTION,BAB,130,B,AB\,
ISCYCLE,ISACYCLE,BAB,614,B,AB\,
ISCYLOC,ISACYLOC,BAB,137,B,AB\,
ISLINKS,ISALINKS,BAB,1359,B,AB\,
LOT,ISALOT,BAB,427,B,AB\,
BKSBPART,ISALPART,BAB,105,B,AB\,
BKMRPFC,ISAMRPF,BAB,91,B,AB\,
ISNCR,ISANCR,BAB,2319,B,AB\,
ISNOTES,ISANOTES,BAB,6256,B,AB\,
BKAPCHKF,ISAPACHK,BAB,91,B,AB\,
BKAPINVL,ISAPAINL,BAB,3756,B,AB\,
BKAPINVT,ISAPAINT,BAB,175,B,AB\,
BKAPPOL,ISAPARFL,BAB,370,B,AB\,
BKAPPO,ISAPARFQ,BAB,893,B,AB\,
BKAPVEND,ISAPAVND,BAB,2230,B,AB\,
ISAPCHG,ISAPCHG,BAB,506,B,AB\,
ISAPEX,ISAPEX,BAB,995,B,AB\,
ISAPCHG,ISAPHCHG,BAB,506,B,AB\,
BKRFQ,ISAPHQT,BAB,466,B,AB\,
BKAPPO,ISAPOPO,BAB,893,B,AB\,
BKAPPOL,ISAPOPOL,BAB,370,B,AB\,
ISAPPROJ,ISAPPROJ,BAB,205,B,AB\,
ISAPQPO,ISAPQPO,BAB,1857,B,AB\,
BKRFQ,ISAPQTQT,BAB,466,B,AB\,
ISARCHG,ISARACHG,BAB,488,B,AB\,
BKAPCHKF,ISARACHK,BAB,91,B,AB\,
BKARCUST,ISARACST,BAB,2498,B,AB\,
BKAPDESC,ISARADSC,BAB,120,B,AB\,
BKAPDESC,ISARAHDS,BAB,120,B,AB\,
BKARINVL,ISARAHIL,BAB,312,B,AB\,
BKARINV,ISARAHIN,BAB,1551,B,AB\,
BKARHTAX,ISARAHTX,BAB,42,B,AB\,
BKARINVT,ISARAINT,BAB,189,B,AB\,
BKARINV,ISARAINV,BAB,1551,B,AB\,
BKARINVI,ISARAIVI,BAB,124,B,AB\,
BKARINVL,ISARAIVL,BAB,312,B,AB\,
BKARINVV,ISARAIVV,BAB,673,B,AB\,
BKART,ISARAT,BAB,70,B,AB\,
BKARTNOT,ISARATNT,BAB,40,B,AB\,
BKARTXN,ISARATXN,BAB,251,B,AB\,
BKARTXN,ISARATXS,BAB,251,B,AB\,
ISARCHG,ISARCHG,BAB,488,B,AB\,
ISARDEPL,ISARDEPL,BAB,285,B,AB\,
ISARCHG,ISARECHG,BAB,488,B,AB\,
ISREMIND,ISAREMND,BAB,6950,B,AB\,
ISAREX,ISAREX,BAB,1313,B,AB\,
BKRFQ,ISARFQ,BAB,466,B,AB\,
ISARCHG,ISARHCHG,BAB,488,B,AB\,
ISARJDLP,ISARHJDL,BAB,1861,B,AB\,
ISARCHG,ISARICHG,BAB,488,B,AB\,
ISARINVX,ISARINVX,BAB,216,B,AB\,
ISARJDLP,ISARJDLP,BAB,1861,B,AB\,
ISARCHG,ISARMCHG,BAB,488,B,AB\,
ISARCHG,ISARQCHG,BAB,488,B,AB\,
ISARCHG,ISARRCHG,BAB,488,B,AB\,
ISARCHG,ISARSCGH,BAB,488,B,AB\,
ISARTXNB,ISARTXNB,BAB,381,B,AB\,
ISSIGN,ISASIGN,BAB,485,B,AB\,
ISAUTODC,ISAUTODC,BAB,205,B,AB\,
ISBANKS,ISBANKS,BAB,478,B,AB\,
ISBILLSH,ISBILLSH,BAB,121,B,AB\,
ISBINLOC,ISBINLOC,BAB,162,B,AB\,
ISBINLOT,ISBINLOT,BAB,199,B,AB\,
BKBMMSTR,ISBMESA,BAB,215,B,AB\,
BKBMMSTR,ISBMEST,BAB,215,B,AB\,
BKBMMSTR,ISBMTMP,BAB,215,B,AB\,
ISBNMSTR,ISBNMSTR,BAB,185,B,AB\,
ISSOBOX,ISBOLMS,BAB,931,B,AB\,
BKCMACCC,ISBRANDC,BAB,30,B,AB\,
BKCMACCL,ISBRANDS,BAB,15,B,AB\,
ISBROKER,ISBROKER,BAB,27,B,AB\,
ISBSF,ISBSF,BAB,1236,B,AB\,
ISSRINFO,ISBTCSB,BAB,1171,B,AB\,
INVTXN,ISBTXFER,BAB,543,B,AB\,
ISBUILD,ISBUILD,BAB,338,B,AB\,
ISCACT,ISCACT,BAB,5941,B,AB\,
ISNCR,ISCAR,BAB,2319,B,AB\,
ISCARDTE,ISCARDTE,BAB,1707,B,AB\,
ISCARFUP,ISCARFUP,BAB,156,B,AB\,
ISCATMST,ISCATMST,BAB,164,B,AB\,
ISCC,ISCC,BAB,305,B,AB\,
ISCCBTXN,ISCCBTXN,BAB,205,B,AB\,
ISCCICM,ISCCICM,BAB,2286,B,AB\,
ISCCMTF,ISCCMTF,BAB,75,B,AB\,
ISCHAINM,ISCHAIN,BAB,394,B,AB\,
ISCHAINM,ISCHAINM,BAB,394,B,AB\,
ISCCMTF,ISCMGRP,BAB,75,B,AB\,
ISCNTRY,ISCNTRY,BAB,108,B,AB\,
ISCONVRT,ISCONVRT,BAB,253,B,AB\,
ISCRISLS,ISCRISLS,BAB,225,B,AB\,
ISCSERIA,ISCSERIA,BAB,129,B,AB\,
ISCTEAM,ISCTEAM,BAB,90,B,AB\,
ISCTREVU,ISCTREVU,BAB,187,B,AB\,
ISCYCLCD,ISCYCLCD,BAB,113,B,AB\,
ISCYCLE,ISCYCLE,BAB,614,B,AB\,
ISCYLOC,ISCYLOC,BAB,137,B,AB\,
ISDCSER,ISDCSER,BAB,253,B,AB\,
ISDEFECT,ISDEFECT,BAB,120,B,AB\,
ISDEPT,ISDEPT,BAB,150,B,AB\,
ISDIGSIG,ISDIGSIG,BAB,757,B,AB\,
ISDIV,ISDIV,BAB,150,B,AB\,
ISDLCK1,ISDLCK1,BAB,10,B,AB\,
ISDLCK1,ISDLCK2,BAB,10,B,AB\,
ISDRILL,ISDRILL,BAB,3416,B,AB\,
ISDRILLM,ISDRILLM,BAB,400,B,AB\,
ISDROP,ISDROP,BAB,120,B,AB\,
ISDUTY,ISDUTY,BAB,14,B,AB\,
ISEAB,ISEAB,BAB,195,B,AB\,
BKARINV,ISECIH,BAB,1551,B,AB\,
BKARINVL,ISECIL,BAB,312,B,AB\,
ISSRINFO,ISECINFO,BAB,1171,B,AB\,
ISECO,ISECO,BAB,170,B,AB\,
ISSRINFO,ISEDINFO,BAB,1171,B,AB\,
ISESTDTL,ISESADTL,BAB,1823,B,AB\,
BKARINV,ISESAHDR,BAB,1551,B,AB\,
BKARINVL,ISESALNE,BAB,312,B,AB\,
ISSCHED,ISESCHED,BAB,3649,B,AB\,
ISSRINFO,ISESINFO,BAB,1171,B,AB\,
BKARINVL,ISESTAQL,BAB,312,B,AB\,
BKARINV,ISESTAQT,BAB,1551,B,AB\,
ESTSUM,ISESTASM,BAB,2465,B,AB\,
ISESTDTL,ISESTDTL,BAB,1823,B,AB\,
BKARINV,ISESTHDR,BAB,1551,B,AB\,
BKARINVL,ISESTLNE,BAB,312,B,AB\,
BKMRPPO,ISESTPO,BAB,166,B,AB\,
ISEXUSER,ISEXUSER,BAB,944,B,AB\,
ISFIELDS,ISFIELDS,BAB,118,B,AB\,
ISFOBMRM,ISFOBMRM,BAB,1132,B,AB\,
ISFOHEAD,ISFOHEAD,BAB,320,B,AB\,
ISFOHIST,ISFOHIST,BAB,290,B,AB\,
ISFOLINE,ISFOLINE,BAB,413,B,AB\,
ISFOORDL,ISFOORDL,BAB,274,B,AB\,
ISFSCLAS,ISFSCLAS,BAB,104,B,AB\,
ISFSCLAS,ISFSEMP,BAB,104,B,AB\,
ISFSINFO,ISFSINFO,BAB,195,B,AB\,
CLASMSTR,ISFSMARK,BAB,34,B,AB\,
ISFSPROJ,ISFSPROJ,BAB,152,B,AB\,
