table,pk_segment,pk_field,field_type,field_size,flags
ISARMCHG,1,ISAR_CHG_SONUM,2,8,DUP
ISARMCHG,2,ISAR_CHG_LINEID,2,8,DUP
ISARMCHG,3,ISAR_CHG_CDATE,3,4,DUP
ISARQCHG,1,ISAR_CHG_SONUM,2,8,DUP
ISARQCHG,2,ISAR_CHG_LINEID,2,8,DUP
ISARQCHG,3,ISAR_CHG_CDATE,3,4,DUP
ISARRCHG,1,ISAR_CHG_SONUM,2,8,DUP
ISARRCHG,2,ISAR_CHG_LINEID,2,8,DUP
ISARRCHG,3,ISAR_CHG_CDATE,3,4,DUP
ISARSCGH,1,ISAR_CHG_SONUM,2,8,DUP
ISARSCGH,2,ISAR_CHG_LINEID,2,8,DUP
ISARSCGH,3,ISAR_CHG_CDATE,3,4,DUP
ISARTXNB,1,ISAR_TXN_SONUM,2,8,DUP
ISASIGN,1,IS_SIGN_NUM,2,8,DUP
ISAUTODC,1,IS_AUTO_FILE,0,8,DUP
ISBANKS,1,IS_BANKS_NUM,14,2,DUP
ISBILLSH,1,IS_BILLSH_BILL,0,10,DUP
ISBINLOC,1,ISBIN_LOC_ITEM,0,15,DUP
ISBINLOT,1,IS_BINLOT_ITEM,0,15,DUP
ISBMESA,1,BKBM_PARENT,0,15,DUP
ISBMEST,1,BKBM_PARENT,0,15,DUP
ISBMTMP,1,BKBM_PARENT,0,15,DUP
ISBNMSTR,1,ISBN_MSTR_LOC,0,10,DUP
ISBOLMS,1,ISSO_BOX_SONUM,2,8,DUP
ISBRANDC,1,BKCM_ACCC_CCODE,0,5,DUP
ISBRANDS,1,BKCM_ACCL_CODE,0,10,DUP
ISBROKER,1,ISIS_BRK_CODE,0,10,DUP
ISBSF,1,ISBSF_STARTDATE,3,4,
ISBTCSB,1,ISSR_INFO_SRNUM,2,8,DUP
ISBUILD,1,IS_BUILD_UID,0,40,DUP
ISBUILD,2,IS_BUILD_SORT,0,150,DUP
ISCACT,1,IS_CACT_DUEDATE,3,4,DUP
ISCAR,1,IS_NCR_NUM,2,8,DUP
ISCARDTE,1,IS_CDTE_CAR,2,8,DUP
ISCARDTE,2,IS_CDTE_REL,14,2,DUP
ISCARFUP,1,IS_CARFUP_CAR,2,8,DUP
ISCATMST,1,IS_CATM_CODE,0,4,DUP
ISCC,1,IS_CC_CODE,0,10,DUP
ISCC,2,IS_CC_SORT,2,8,DUP
ISCCBTXN,1,ISCC_TXN_JOB,0,15,DUP
ISCCBTXN,2,ISCC_TXN_FABRIC,0,15,DUP
ISCCBTXN,3,ISCC_TXN_LOT,0,15,DUP
ISCCICM,1,ISCC_ICM_CODE,0,15,DUP
ISCCMTF,1,ISCC_MTF_ITEM,0,15,DUP
ISCCMTF,2,ISCC_MTF_MTF,0,60,DUP
ISCHAIN,1,IS_CHAIN_USER,0,15,DUP
ISCHAINM,1,IS_CHAIN_USER,0,15,DUP
ISCMGRP,1,ISCC_MTF_ITEM,0,15,DUP
ISCMGRP,2,ISCC_MTF_MTF,0,60,DUP
ISCONVRT,1,IS_CONV_ITEM,0,15,DUP
ISCRISLS,1,ISCR_SLS_CUST,0,10,DUP
ISCRISLS,2,ISCR_SLS_ITEM,0,15,DUP
ISCSERIA,1,IS_CSER_PART,0,15,DUP
ISCTEAM,1,IS_CTEAM_CAR,2,8,DUP
ISCTEAM,2,IS_CTEAM_ACTION,2,8,DUP
ISCTEAM,3,IS_CTEAM_NAME,0,15,DUP
ISCTREVU,1,IS_CREVU_EMPNME,0,25,DUP
ISCYCLCD,1,IS_CYCLE_CODE,0,4,DUP
ISCYCLE,1,IS_CYCL_SEMP,14,2,DUP
ISCYCLE,2,IS_CYCL_DATE,3,4,DUP
ISCYCLE,3,IS_CYCL_CODE,0,4,DUP
ISCYLOC,1,IS_CYLOC_PART,0,15,DUP
ISCYLOC,2,IS_CYLOC_DATE,3,4,DUP
ISDCSER,1,ISDC_SER_WOPRE,2,8,DUP
ISDCSER,2,ISDC_SER_WOSUF,14,2,DUP
ISDCSER,3,ISDC_SER_OPER,14,2,DUP
ISDCSER,4,ISDC_SER_EMP,14,2,DUP
ISDEFECT,1,IS_DEF_CODE,0,10,DUP
ISDEPT,1,IS_GF_DEPT,0,10,DUP
ISDIGSIG,1,IS_DSIG_EMP,14,2,DUP
ISDIV,1,IS_GF_DIV,0,10,DUP
ISDRILL,1,LOOKUP_FROM,0,30,DUP
ISDRILLM,1,DRILLM_PARENT,0,15,DUP
ISDRILLM,2,DRILLM_CHILD,0,15,DUP
ISDROP,1,IS_DROP_CODE,0,10,DUP
ISDUTY,1,ISIS_DUTY_DCODE,0,6,DUP
ISEAB,1,IS_EAB_USER,0,15,DUP
ISEAB,2,IS_EAB_EMAIL,0,30,DUP
ISECO,1,IS_ECO_DRAW,0,15,DUP
ISECO,2,IS_ECO_REVLVL,0,5,DUP
ISECO,3,IS_ECO_PART,0,15,DUP
ISEDINFO,1,ISSR_INFO_SRNUM,2,8,DUP
ISESADTL,1,IS_EST_NUM,2,8,DUP
ISESAHDR,1,BKAR_INV_NUM,2,8,DUP
ISESALNE,1,BKAR_INVL_INVNM,2,8,DUP
ISESCHED,1,IS_SCHED_NAME,0,50,DUP
ISESINFO,1,ISSR_INFO_SRNUM,2,8,DUP
ISESTAQL,1,BKAR_INVL_INVNM,2,8,DUP
ISESTAQT,1,BKAR_INV_NUM,2,8,DUP
ISESTASM,1,MTESUM_QUOTE,2,8,DUP
ISESTDTL,1,IS_EST_NUM,2,8,DUP
ISESTHDR,1,BKAR_INV_NUM,2,8,DUP
ISESTLNE,1,BKAR_INVL_INVNM,2,8,DUP
ISESTPO,1,BKMRP_PO_VEND,0,10,DUP
ISEXUSER,1,ISEX_USER_CODE,0,15,DUP
ISFIELDS,1,IS_FLDS_FD,0,8,
ISFIELDS,2,IS_FLDS_NUM,14,2,
ISFOBMRM,1,ISFO_BRM_UID,0,40,DUP
ISFOHEAD,1,ISFO_HDR_UID,0,40,
ISFOHIST,1,ISFO_HIST_UID,0,40,DUP
ISFOLINE,1,ISFO_LIN_UID,0,40,DUP
ISFOORDL,1,ISFO_ORDL_UID,0,40,DUP
ISFOORDL,2,ISFO_ORDL_LINE,14,2,DUP
ISFSCLAS,1,IS_FIB_CLASS,0,4,DUP
ISFSEMP,1,IS_FIB_CLASS,0,4,DUP
ISFSINFO,1,IS_FIB_PROGRAM,0,20,DUP
ISFSMARK,1,MTCLASS_M_CLASS,0,4,
ISFSPROJ,1,ISFS_PROJ_SEQ,14,2,DUP
ISFSPS,1,ISFS_PS_SONUM,2,8,DUP
ISFSPS,2,ISFS_PS_SOLIN,2,8,DUP
ISFSPS,3,ISFS_PS_SEQIN,14,2,DUP
ISFSWHO,1,ISFS_WHO_NAME,0,30,DUP
ISFUTYPE,1,IS_FUTYPE_TYPE,0,10,DUP
ISFXASST,1,IS_FXA_NUMBER,2,8,DUP
ISFXATRN,1,IS_FXT_NUMBER,2,8,DUP
ISFXATRN,2,IS_FXT_DATE,3,4,DUP
ISFXATRN,3,IS_FXT_POSTED,0,1,DUP
ISGLBDGT,1,ISGL_ACCT,0,10,DUP
ISGLCOA,1,ISGL_ACCT,0,10,DUP
ISGLDATE,1,ISGL_FYDATE,3,4,DUP
ISGLFCOA,1,ISGL_ACCT,0,10,DUP
ISGLHDAT,1,ISGL_FYDATE,3,4,DUP
ISGLNBGT,1,ISGL_BGT_ACCT,0,10,DUP
ISGLNBGT,2,ISGL_BGT_GLDPT,0,4,DUP
ISHLOTS,1,IS_SER_WOPRE,2,8,DUP
ISHLOTS,2,IS_SER_WOSUF,14,2,DUP
ISHSERIA,1,IS_SER_WOPRE,2,8,DUP
ISHSERIA,2,IS_SER_WOSUF,14,2,DUP
ISICADT,1,BKIC_PROD_CODE,0,15,DUP
ISICAMTR,1,IS_PROD_CODE,0,15,DUP
ISICAPMT,1,BKIC_PMAT_CUST,0,10,DUP
ISICAREF,1,BKIC_REF_CUST,0,10,DUP
ISICESA,1,BKIC_PROD_CODE,0,15,DUP
ISICEST,1,BKIC_PROD_CODE,0,15,DUP
ISICINFO,1,ISSR_INFO_SRNUM,2,8,DUP
ISICMSTR,1,IS_PROD_CODE,0,15,DUP
ISICSTD,1,BKIC_PROD_CODE,0,15,DUP
ISICUL,1,ISIC_UL_CODE,0,10,DUP
ISIS,1,IS_TAX,0,1,DUP
ISISATAX,1,BKIS_TAX_CODE,0,10,DUP
ISISATAX,2,BKIS_TAX_TRFLAG,0,1,DUP
ISISATAX,3,BKIS_TAX_DATE,3,4,DUP
ISITMCFG,1,IS_SERC_ITEM,0,15,DUP
ISITP,1,IS_ITP_NUM,0,20,DUP
ISJAVA,1,IS_JAVA_UID,0,40,
ISJBSF,1,ISBSF_STARTDATE,3,4,
ISJOB,1,IS_JOB_NUMB,0,15,DUP
ISLANDF,1,ISIS_LND_GLADT,0,10,DUP
ISLBLMAP,1,IS_LABEL_ITEM,0,15,DUP
ISLBLMAP,2,IS_LABEL_NUM,0,15,DUP
ISLINKS,1,IS_LNK_UID,0,48,DUP
ISLOCCST,1,IS_LCST_PART,0,15,DUP
ISLOCCST,2,IS_LCST_LOC,0,10,DUP
ISLOG,1,IS_LOG_WHO,0,35,DUP
ISLOTS,1,IS_SER_WOPRE,2,8,DUP
ISLOTS,2,IS_SER_WOSUF,14,2,DUP
ISLSMAP,1,IS_MAP_TRAYNUM,0,25,DUP
ISLTYPE,1,IS_LT_TYPE,0,3,DUP
ISMACS,1,IS_MACS_WOPRE,2,8,DUP
ISMACS,2,IS_MACS_WOSUF,14,2,DUP
ISMACS,3,IS_MACS_OPER,14,2,DUP
ISMCF,1,ISIS_MCF_CODE,0,3,
ISMCR,1,ISIS_MCR_DATE,3,4,
ISMICADT,1,MTIC_PROD_CLASS,0,4,DUP
ISMICESA,1,MTIC_PROD_CLASS,0,4,DUP
ISMICEST,1,MTIC_PROD_CLASS,0,4,DUP
ISMICSTD,1,MTIC_PROD_CLASS,0,4,DUP
ISMRPFC,1,BKMRP_FC_PART,0,15,DUP
ISMRPOLD,1,MTMRP_PARTNO,0,15,DUP
ISMYBOM,1,BKBM_PARENT,0,15,DUP
ISNCR,1,IS_NCR_NUM,2,8,DUP
ISNCRLNS,1,IS_NCRLN_NCR,2,8,DUP
ISNCRLNS,2,IS_NCRLN_CNTR,14,2,DUP
ISNCRTXN,1,MTWOR_WOPRE,2,8,DUP
ISNCRTXN,2,MTWOR_WOSUF,14,2,DUP
ISNOTES,1,IS_NOTE_ID,0,48,DUP
ISNTYPE,1,IS_NT_TYPE,0,3,DUP
ISNUMBER,1,IS_NUM_CODE,0,10,DUP
ISORDDSC,1,IORD_DESC_CODE,0,30,DUP
ISORDECO,1,IS_OECO_SONUM,2,8,DUP
ISORDECO,2,IS_OECO_UNUM,2,8,DUP
ISORDECO,3,IS_OECO_PART,0,15,DUP
ISPMINPR,1,ISQC_SPC_LRNUM,2,8,DUP
ISPMMTHD,1,ISQC_MTD_TSTCOD,0,30,DUP
ISPMRSLT,1,ISQC_SPC_LRNUM,2,8,DUP
ISPMSPEC,1,ISQC_SPC_LRNUM,2,8,DUP
ISPOBOX,1,ISSO_BOX_SONUM,2,8,DUP
ISPODESC,1,IORD_DESC_CODE,0,30,DUP
ISPOHTRK,1,IS_TRK_ORD,2,8,DUP
ISPOHTRK,2,IS_TRK_NUM,0,25,DUP
ISPOHTRK,3,IS_TRK_CDATE,3,4,DUP
ISPOLOG,1,ISPO_LOG_DATE,3,4,DUP
ISPOLOG,2,ISPO_LOG_EMP,14,2,DUP
ISPOS,1,BKCM_ACCL_CODE,0,10,DUP
ISPOSC,1,BKCM_ACCC_CCODE,0,5,DUP
ISPOTRK,1,IS_TRK_ORD,2,8,DUP
ISPOTRK,2,IS_TRK_NUM,0,25,DUP
ISPOTRK,3,IS_TRK_CDATE,3,4,DUP
ISPRACON,1,ISPR_CNS_EMP,14,2,DUP
ISPRAHST,1,BKPR_CURP_EMPNM,14,2,DUP
ISPRAINF,1,BKPR_INFO_NUM,14,2,DUP
ISPRAMST,1,BKPR_EMP_NUM,14,2,DUP
ISPRCONS,1,ISPR_CNS_EMP,14,2,DUP
ISPREQ,1,IS_PREQ_WOPRE,2,8,DUP
ISPREQ,2,IS_PREQ_WOSUF,14,2,DUP
ISPREQ,3,IS_PREQ_PART,0,15,DUP
ISPRESN,1,IS_PRESN_REASON,0,30,DUP
ISPRINFO,1,ISPR_INFO_PROG,0,30,DUP
ISPRMSTR,1,BKPR_EMP_NUM,14,2,DUP
ISPRSALE,1,BKPR_SLS_EMPNUM,14,2,DUP
ISPRTEMP,1,ISPR_TRN_GLACCT,0,10,DUP
ISPRTEMP,2,ISPR_TRN_GLDPT,0,4,DUP
ISPRTEMP,3,ISPR_TRN_DATE,3,4,DUP
ISPRUDD,1,ISPR_UDD_EMP,14,2,DUP
ISPRUDD,2,ISPR_UDD_NUM,14,2,DUP
ISPRUDF,1,ISPR_UDF_DIV,0,4,DUP
ISPRUDF,2,ISPR_UDF_NUM,2,8,DUP
ISPRUDIV,1,ISPR_UD_DIV,0,4,DUP
ISPRUDIV,2,ISPR_UD_NUM,14,2,DUP
ISQCAMST,1,BKQC_VEND_CODE,0,10,DUP
ISQCAMST,2,BKQC_RECV_DATE,3,4,DUP
ISQCAMST,3,BKQC_PO_NUM,2,8,DUP
ISQCAMST,4,BKQC_RECVR_NUM,2,8,DUP
ISQCAMST,5,BKQC_POL_ITM_NO,0,10,DUP
ISQCATRN,1,BKQC_TRN_PO,2,8,DUP
ISQCATRN,2,BKQC_TRN_RECVNM,2,8,DUP
ISQCMTHD,1,ISQC_MTD_TSTCOD,0,30,DUP
ISQCRSLT,1,ISQC_SPC_LRNUM,2,8,DUP
ISQCSPEC,1,ISQC_SPC_LRNUM,2,8,DUP
ISQRYSQL,1,IS_QRY_NAME,0,30,DUP
ISQSOA,1,IS_QSOA_UID,0,40,DUP
ISQSOA,2,IS_QSOA_CUST,0,10,DUP
ISQTCODE,1,IS_CATM_CODE,0,4,DUP
ISQTINFO,1,ISSR_INFO_SRNUM,2,8,DUP
ISREMIND,1,IS_REM_DATE,3,4,DUP
ISREMIND,2,IS_REM_TIME,4,4,DUP
ISREMIND,3,IS_REM_WHO,0,20,DUP
ISREPDEF,1,ISREP_DEF_LABEL,0,5,DUP
ISREPLNK,1,ISREP_LNK_REPNM,14,2,DUP
ISREPORD,1,ISREP_ORD_INVNM,2,8,DUP
ISREPORD,2,ISREP_ORD_ULID,2,8,DUP
ISREPORD,3,ISREP_ORD_REPNM,14,2,DUP
ISRFQADS,1,BK_DESC_CODE,0,15,DUP
ISRLPART,1,BKSB_PART_PARNT,0,15,DUP
ISRLPART,2,BKSB_PART_PROD,0,15,DUP
ISRLPART,3,BKSB_PART_CUST,0,10,DUP
ISRMAAI,1,IS_RMA_NUM,2,8,DUP
ISRMAC,1,IS_RMA_CODE,0,30,DUP
ISRMADSC,1,BK_DESC_CODE,0,15,DUP
ISRMAI,1,IS_RMA_NUM,2,8,DUP
ISRMAINF,1,ISSR_INFO_SRNUM,2,8,DUP
ISRMAINV,1,BKAR_INV_NUM,2,8,DUP
ISRMAIVL,1,BKAR_INVL_INVNM,2,8,DUP
ISRMATXN,1,BKAR_TXN_SONUM,2,8,DUP
ISRMATXS,1,BKAR_TXN_SONUM,2,8,DUP
ISRMDESC,1,BK_DESC_CODE,0,15,DUP
ISRMHINF,1,ISSR_INFO_SRNUM,2,8,DUP
ISRMINFO,1,ISSR_INFO_SRNUM,2,8,DUP
ISRMINV,1,BKAR_INV_NUM,2,8,DUP
ISRMINVL,1,BKAR_INVL_INVNM,2,8,DUP
ISRMTXN,1,BKAR_TXN_SONUM,2,8,DUP
ISRMTXNS,1,BKAR_TXN_SONUM,2,8,DUP
ISROUTEX,1,IS_ROUT_CODE,0,15,DUP
ISROUTEX,2,IS_ROUT_OPER,14,2,DUP
ISRTESA,1,MTRO_CODE,0,15,DUP
ISRTEST,1,MTRO_CODE,0,15,DUP
ISRTLOAD,1,IS_LOAD_SONUM,2,8,DUP
ISRTLOAD,2,IS_LOAD_ITEM,0,15,DUP
ISRTLOAD,3,IS_LOAD_SCCOGS,2,8,DUP
ISRTMS,1,IS_RTM_CUST,0,10,DUP
ISSBAMFG,1,BKSB_MFG_PARNT,0,15,DUP
ISSBAMFG,2,BKSB_MFG_PROD,0,15,DUP
ISSBAMFG,3,BKSB_MFG_CUST,0,10,DUP
ISSBAMFG,4,BKSB_MFG_MANUF,0,25,DUP
ISSBAPRT,1,BKSB_PART_PARNT,0,15,DUP
ISSBAPRT,2,BKSB_PART_PROD,0,15,DUP
ISSBAPRT,3,BKSB_PART_CUST,0,10,DUP
ISSBAVND,1,BKSB_VEND_PARNT,0,15,DUP
ISSBAVND,2,BKSB_VEND_PROD,0,15,DUP
ISSBAVND,3,BKSB_VEND_CUST,0,10,DUP
ISSCHED,1,IS_SCHED_NAME,0,50,DUP
ISSCOMP,1,IS_SCOMP_DETAIL,0,20,DUP
ISSCOMP,2,IS_SCOMP_COMPND,0,30,DUP
ISSDET,1,IS_SDET_DETAIL,0,20,DUP
ISSEDH,1,BKAR_INV_NUM,2,8,DUP
ISSEDL,1,BKAR_INVL_INVNM,2,8,DUP
ISSEPROC,1,IS_SEPROC_PROC,0,25,DUP
ISSEQUIP,1,IS_SEQUIP_NAME,0,20,DUP
ISSERCNT,1,IS_SERC_ITEM,0,15,DUP
ISSERIAL,1,IS_SER_WOPRE,2,8,DUP
ISSERIAL,2,IS_SER_WOSUF,14,2,DUP
ISSERR,1,IS_SERR_WOPRE,2,8,DUP
ISSERR,2,IS_SERR_WOSUF,14,2,DUP
ISSERR,3,IS_SERR_OPER,14,2,DUP
ISSERR,4,IS_SERR_DATE,3,4,DUP
ISSERR,5,IS_SERR_TIME,4,4,DUP
ISSESH,1,BKAR_INV_NUM,2,8,DUP
ISSESL,1,BKAR_INVL_INVNM,2,8,DUP
ISSETYPE,1,IS_SETYPE_ERR,0,25,DUP
ISSHIPA,1,IS_SHPA_CODE,0,10,DUP
ISSHIPCO,1,IS_SHIP_SHPCOD,0,10,DUP
ISSHPVIA,1,IS_SHPVIA_CUST,0,10,DUP
ISSIGN,1,IS_SIGN_NUM,2,8,DUP
ISSLSFC,1,BKMRP_FC_PART,0,15,DUP
ISSMTCFG,1,IS_SMT_WOPRE,2,8,DUP
ISSMTCFG,2,IS_SMT_WOSUF,14,2,DUP
ISSMTCFG,3,IS_SMT_OPER,0,3,DUP
ISSMTCFG,4,IS_SMT_MACHINE,0,4,DUP
ISSNINV,1,BKAR_INV_NUM,2,8,DUP
ISSNINVL,1,BKAR_INVL_INVNM,2,8,DUP
ISSNOTES,1,IS_NOTE_ID,0,48,DUP
ISSNTXN,1,BKAR_TXN_SONUM,2,8,DUP
ISSNTXNB,1,ISAR_TXN_SONUM,2,8,DUP
ISSNTXNS,1,BKAR_TXN_SONUM,2,8,DUP
ISSOABOX,1,ISSO_BOX_SONUM,2,8,DUP
ISSOAHBX,1,ISSO_BOX_SONUM,2,8,DUP
ISSOAINF,1,ISSR_INFO_SRNUM,2,8,DUP
ISSOALOT,1,BKAR_TXN_SONUM,2,8,DUP
ISSOASER,1,BKAR_TXN_SONUM,2,8,DUP
ISSOBOX,1,ISSO_BOX_SONUM,2,8,DUP
ISSODIGS,1,IS_DSIG_EMP,14,2,DUP
ISSOHBOX,1,ISSO_BOX_SONUM,2,8,DUP
ISSOHINF,1,ISSR_INFO_SRNUM,2,8,DUP
ISSOINFO,1,ISSR_INFO_SRNUM,2,8,DUP
ISSOREVU,1,IS_SOVU_SONUM,2,8,DUP
ISSPC,1,IS_SPC_WOPRE,2,8,DUP
ISSPC,2,IS_SPC_WOSUF,14,2,DUP
ISSPC,3,IS_SPC_OPER,14,2,DUP
ISSPC,4,IS_SPC_TYPE,0,20,DUP
ISSPOH,1,BKAP_PO_NUM,2,8,DUP
ISSPOL,1,BKAP_POL_PONM,2,8,DUP
ISSQTH,1,BKAR_INV_NUM,2,8,DUP
ISSQTL,1,BKAR_INVL_INVNM,2,8,DUP
ISSRADSC,1,BK_DESC_CODE,0,15,DUP
ISSRAINF,1,ISSR_INFO_SRNUM,2,8,DUP
ISSRAINV,1,BKAR_INV_NUM,2,8,DUP
ISSRAIVL,1,BKAR_INVL_INVNM,2,8,DUP
ISSRAMMS,1,ISSR_MMS_SRVNUM,2,8,DUP
ISSRATXN,1,BKAR_TXN_SONUM,2,8,DUP
ISSRATXS,1,BKAR_TXN_SONUM,2,8,DUP
ISSRCH,1,BKAR_INV_NUM,2,8,DUP
ISSRCL,1,BKAR_INVL_INVNM,2,8,DUP
ISSRDESC,1,BK_DESC_CODE,0,15,DUP
ISSRFQH,1,BKAP_PO_NUM,2,8,DUP
ISSRFQL,1,BKAP_POL_PONM,2,8,DUP
ISSRHINF,1,ISSR_INFO_SRNUM,2,8,DUP
ISSRINFO,1,ISSR_INFO_SRNUM,2,8,DUP
ISSRINV,1,BKAR_INV_NUM,2,8,DUP
ISSRINVL,1,BKAR_INVL_INVNM,2,8,DUP
ISSRMH,1,BKAR_INV_NUM,2,8,DUP
ISSRMINV,1,BKAR_INV_NUM,2,8,DUP
ISSRMIVL,1,BKAR_INVL_INVNM,2,8,DUP
ISSRML,1,BKAR_INVL_INVNM,2,8,DUP
ISSRMMS,1,ISSR_MMS_SRVNUM,2,8,DUP
ISSRTXN,1,BKAR_TXN_SONUM,2,8,DUP
ISSRTXNS,1,BKAR_TXN_SONUM,2,8,DUP
ISSSOH,1,BKAR_INV_NUM,2,8,DUP
ISSSOL,1,BKAR_INVL_INVNM,2,8,DUP
ISSSRH,1,BKAR_INV_NUM,2,8,DUP
ISSSRL,1,BKAR_INVL_INVNM,2,8,DUP
ISSTEQUI,1,IS_STYPE_TYPE,0,60,DUP
ISSTRACK,1,IS_STRACK_WOPRE,2,8,DUP
ISSTRACK,2,IS_STRACK_WOSUF,14,2,DUP
ISSTRACK,3,IS_STRACK_OPER,14,2,DUP
ISSTRACK,4,IS_STRACK_DATE,3,4,DUP
ISSTRACK,5,IS_STRACK_TIME,4,4,DUP
ISSTTYPE,1,IS_STYPE_TYPE,0,60,DUP
ISSTYPE,1,IS_STYPE_TYPE,0,60,DUP
ISTAXFIL,1,ISIS_TXF_CODE,0,10,DUP
ISTAXGRP,1,ISIS_TXG_NAME,0,10,
ISTERMS,1,IS_TERMS_NUM,14,2,DUP
ISTOOLOG,1,ISTOOL_ITEM,0,15,DUP
ISTRIGRS,1,IS_TRIG_TRIGR,0,10,DUP
ISTRIGRS,2,IS_TRIG_CODE,0,15,DUP
ISUDFINV,1,IS_UDF_NAME,0,15,DUP
ISUDMSTR,1,IS_UDM_CODE,0,25,DUP
ISUSAGE,1,ISTS_USE_CODE,0,15,DUP
ISVAR,1,IS_VAR_COMPANY,0,30,DUP
ISVARSQL,1,IS_VAR_QNAME,0,30,DUP
ISVARSQL,2,IS_VAR_ORDER,14,2,DUP
ISVNDADT,1,IS_VND_VEND,0,10,DUP
ISWOBINS,1,IS_TRAY_WOPRE,2,8,DUP
ISWOBINS,2,IS_TRAY_WOSUF,14,2,DUP
ISWOBINS,3,IS_TRAY_OPER,14,2,DUP
ISWOCLOG,1,IS_WOLOG_WOPRE,2,8,DUP
ISWOCLOG,2,IS_WOLOG_WOSUF,14,2,DUP
ISWODESC,1,BK_DESC_CODE,0,15,DUP
ISWOEX,1,IS_WOEX_WOPRE,2,8,DUP
ISWOEX,2,IS_WOEX_WOSUF,14,2,DUP
ISWOHBNS,1,IS_TRAY_WOPRE,2,8,DUP
ISWOHBNS,2,IS_TRAY_WOSUF,14,2,DUP
ISWOHBNS,3,IS_TRAY_OPER,14,2,DUP
ISWOHDSC,1,BK_DESC_CODE,0,15,DUP
ISWOHEX,1,IS_WOEX_WOPRE,2,8,DUP
ISWOHEX,2,IS_WOEX_WOSUF,14,2,DUP
ISWOPRIO,1,IS_WOPRIO_PRIO,0,1,DUP
ISWOQUE,1,IS_WOQUE_WOPRE,2,8,DUP
ISWOQUE,2,IS_WOQUE_WOSUF,14,2,DUP
ISWOROEX,1,IS_WROEX_WOPRE,2,8,DUP
ISWOROEX,2,IS_WROEX_WOSUF,14,2,DUP
ISWOROEX,3,IS_WROEX_OPER,14,2,DUP
ISWOTRAY,1,IS_TRAY_WOPRE,2,8,DUP
ISWOTRAY,2,IS_TRAY_WOSUF,14,2,DUP
ISWOTRAY,3,IS_TRAY_OPER,14,2,DUP
ISWROHEX,1,IS_WROEX_WOPRE,2,8,DUP
ISWROHEX,2,IS_WROEX_WOSUF,14,2,DUP
ISWROHEX,3,IS_WROEX_OPER,14,2,DUP
JGPITEMS,1,JGP_ITEM,0,15,DUP
JSPCNLCD,1,JSP_CNLCD_CODE,0,1,DUP
JSPCNLSO,1,JSP_CNLSO_SONUM,2,8,DUP
JSPCNLSO,2,JSP_CNLSO_UNUM,2,8,DUP
LANGDICT,1,LANG_DICT_ECAPT,0,80,DUP
LANGDICT,2,LANG_DICT_LANG,0,3,DUP
LOT,1,MTLOT_CODE,0,15,DUP
MACHINE,1,TMACH_MACHINE,0,4,DUP
MKAHIST,1,MKAHIST_ACCT,0,10,DUP
MKAHIST,2,MKAHIST_DATE,3,4,DUP
MKASSIGN,1,MKASSIGN_ACCT,0,10,DUP
MKDEF,1,MKDEF_REQUIRE,0,1,DUP
MKECLASS,1,MKECLASS_NUM,2,8,DUP
MKEVENT,1,MKEVENT_NUM,2,8,DUP
MKFORM,1,MKFORM_NUM,2,8,DUP
MKICLASS,1,MKECLASS_NUM,2,8,DUP
MKTCLASS,1,MKTCLASS_NUM,2,8,DUP
MKTNOTE,1,MKTNOTE_TRACK,2,8,DUP
MKTNOTE,2,MKTNOTE_LINE,14,2,DUP
MKTRACK,1,MKTRACK_NUM,2,8,DUP
MKTROUT,1,MKTROUT_TRACK,2,8,DUP
MKTROUT,2,MKTROUT_SEQ,14,2,DUP
MTEXCHG,1,EXCHG_QUOTE,2,8,DUP
MTICAMTR,1,MTIC_PROD_CLASS,0,4,DUP
MTICEMTR,1,MTIC_PROD_CLASS,0,4,DUP
MTICMSTR,1,MTIC_PROD_CLASS,0,4,DUP
MTINVDEF,1,MTIC_PROD_CLASS,0,4,DUP
MTMRP,1,MTMRP_PARTNO,0,15,DUP
MWOPTEMP,1,MWOP_STATUS,0,10,DUP
NOTETEMP,1,BK_DESC_CODE,0,15,DUP
NZITPRE,1,NZ_IPRE_PREFIX_1,2,8,DUP
OPQCDESC,1,OPQC_WOPRE,2,8,DUP
OPQCDESC,2,OPQC_WOSUF,14,2,DUP
OPQCDESC,3,OPQC_OPER,14,2,DUP
OUTHPROC,1,MTPO_WOPRE,2,8,DUP
OUTHPROC,2,MTPO_WOSUF,14,2,DUP
OUTHPROC,3,MTPO_DATE,3,4,DUP
OUTPROC,1,MTPO_WOPRE,2,8,DUP
OUTPROC,2,MTPO_WOSUF,14,2,DUP
OUTPROC,3,MTPO_DATE,3,4,DUP
PIBINLOC,1,PIBIN_LOC_ITEM,0,15,DUP
PIBINLOT,1,PI_BINLOT_ITEM,0,15,DUP
QCCODES,1,MTQC_CODE,0,2,DUP
ROCHG,1,RO_CHG_PART,0,15,DUP
ROCHG,2,RO_CHG_OPER,14,2,DUP
ROCHG,3,RO_CHG_CDATE,3,4,DUP
ROUTAING,1,MTRO_CODE,0,15,DUP
ROUTING,1,MTRO_CODE,0,15,DUP
ROUTTEMP,1,MTRO_CODE,0,15,DUP
SCHEDCAL,1,SCH_CAL_DATE,3,4,DUP
SCHWO,1,SWO_WOPRE,2,8,DUP
SCHWO,2,SWO_WOSUF,14,2,DUP
SCRAP,1,MTSCRAP_CODE,0,2,DUP
SERIAL,1,MTSER_CODE,0,15,DUP
