table,field_path,offset
BKPRINFO,BKPR.INFO.CTACT,0x1139dc
BKPRINFO,BKPR.INFO.DDEP,0x115144
BKPRINFO,BKPR.INFO.NOTE k,0x11430c
BKPRINFO,BKPR.INFO.NUM,0x1150ac
BKPRINFO,BKPR.INFO.RASDT,0x115274
BKPRINFO,BKPR.INFO.RASNT,0x114414
BKPRINFO,BKPR.INFO.REVDT,0x1151dc
BKPRINFO,BKPR.INFO.REVNT3,0x11530c
BKPRMSTR,BKPR.EMP.AAD   O,0x11c5dc
BKPRMSTR,BKPR.EMP.ADD   4,0x1155dc
BKPRMSTR,BKPR.EMP.ASW   _,0x11c4ac
BKPRMSTR,BKPR.EMP.AWPPP W,0x11c544
BKPRMSTR,BKPR.EMP.BDAY  9,0x119014
BKPRMSTR,BKPR.EMP.BENDTE,0x119d44
BKPRMSTR,BKPR.EMP.CNTRY w,0x115b0c
BKPRMSTR,BKPR.EMP.CSZ   R,0x115544
BKPRMSTR,BKPR.EMP.DEPT,0x118cac
BKPRMSTR,BKPR.EMP.EXPDPTL,0x1188ac
BKPRMSTR,BKPR.EMP.FNMI,0x11570c
BKPRMSTR,BKPR.EMP.LNME,0x115674
BKPRMSTR,BKPR.EMP.LOCCOD,0x118c14
BKPRMSTR,BKPR.EMP.LSTPR,0x118274
BKPRMSTR,BKPR.EMP.MDACT A,0x11a544
BKPRMSTR,BKPR.EMP.MDDPT K,0x11a4ac
BKPRMSTR,BKPR.EMP.MDNME 5,0x11a5dc
BKPRMSTR,BKPR.EMP.MDYTD,0x1174ac
BKPRMSTR,BKPR.EMP.NUM,0x115014
BKPRMSTR,BKPR.EMP.OAIWW G,0x11c674
BKPRMSTR,BKPR.EMP.OHQTD,0x1181dc
BKPRMSTR,BKPR.EMP.OTHAMT,0x119cac
BKPRMSTR,BKPR.EMP.OTHDPT1,0x11a674
BKPRMSTR,BKPR.EMP.OTHNME,0x119c14
BKPRMSTR,BKPR.EMP.OTHQTD,0x117414
BKPRMSTR,BKPR.EMP.OTHYTD,0x11830c
BKPRMSTR,BKPR.EMP.RAYTD J,0x116a74
BKPRMSTR,BKPR.EMP.RHQTD 2,0x1160ac
BKPRMSTR,BKPR.EMP.RHYTD B,0x116b0c
BKPRMSTR,BKPR.EMP.SCAP  E,0x119a74
BKPRMSTR,BKPR.EMP.SDIQTD,0x11930c
BKPRMSTR,BKPR.EMP.SDIYTD,0x119274
BKPRMSTR,BKPR.EMP.SHIFT,0x119ddc
BKPRMSTR,BKPR.EMP.SHQTD z,0x116e74
BKPRMSTR,BKPR.EMP.SRTE  1,0x1190ac
BKPRMSTR,BKPR.EMP.ST    k,0x1154ac
BKPRMSTR,BKPR.EMP.UDEAMT-,0x119814
BKPRMSTR,BKPR.EMP.UDEYLMm,0x119e74
BKPRMSTR,BKPR.EMP.UDEYTDO,0x11a414
BKPRMSTR,BKPR.EMP.UODAMTM,0x1199dc
BKPRMSTR,BKPR.EMP.UODYTDB,0x118ddc
BKPRMSTR,BKPR.EMP.VAQTD Z,0x116944
BKPRMSTR,BKPR.EMP.VAYTD j,0x116814
BKPRMSTR,BKPR.EMP.VDUE  r,0x116f0c
BKPRMSTR,BKPR.EMP.VHQTD R,0x1169dc
BKPRMSTR,BKPR.EMP.VHYTD b,0x1168ac
BKPRMSTR,BKPR.EMP.ZIP   m,0x115414
BKPRSALE,BKPR.SLS.CLASS,0x11e144
BKPRSALE,BKPR.SLS.EMPNUM,0x11e0ac
BKPRSALE,BKPR.SLS.FNMI  Z,0x11cc14
BKPRSALE,BKPR.SLS.GROSS z,0x11d0ac
BKPRSALE,BKPR.SLS.HOW,0x11e274
BKPRSALE,BKPR.SLS.LNME  s,0x11ccac
BKPRSALE,BKPR.SLS.QUOTA,0x11d014
BKPRSALE,BKPR.SLS.RATE,0x11e1dc
BKPRSALE,BKPR.SLS.WHEN,0x11e30c
BKPRSTFL,BKPR.ST.STCODE,0x11e014
BKPRSTFL,BKPR.ST.TAXNUM,0x11e70c
BKPRTC,BKPR.TC.DATE,0x11e414
BKPRTC,BKPR.TC.DEDUCT,0x11e5dc
BKPRTC,BKPR.TC.EMP,0x11ea74
BKPRTC,BKPR.TC.EXTRA,0x11e9dc
BKPRTC,BKPR.TC.KEY,0x11eb0c
BKPRTC,BKPR.TC.START,0x11e4ac
BKPRTC,BKPR.TC.STOP,0x11e544
BKPRTC,BKPR.TC.TYPE,0x11e674
BKPRTCFG,BKPRT.CFG.KEY,0x11eddc
BKPRTCFG,BKPRT.CFG.NAME,0x11ee74
BKPRTCFG,BKPRT.CFG.PRTR t,0x11e814
BKPSUSER,BKPS.USER.CMPY,0x1205dc
BKPSUSER,BKPS.USER.CODE,0x120414
BKPSUSER,BKPS.USER.EMP  E,0x120274
BKPSUSER,BKPS.USER.LDATEA,0x1201dc
BKPSUSER,BKPS.USER.ME,0x120014
BKPSUSER,BKPS.USER.MENU,0x120544
BKPSUSER,BKPS.USER.MWIND,0x120674
BKPSUSER,BKPS.USER.PRT,0x1204ac
BKPSUSER,BKPS.USER.PSWD,0x12070c
BKQCMSTR,BKQC.DKEY,0x120944
BKQCMSTR,BKQC.EXTRA     n,0x121814
BKQCMSTR,BKQC.IKEY,0x121144
BKQCMSTR,BKQC.PKEY,0x120814
BKQCMSTR,BKQC.PKSLIP.QTYO,0x1219dc
BKQCMSTR,BKQC.PO.NUM,0x1208ac
BKQCMSTR,BKQC.POL.ITM.NO,0x1211dc
BKQCMSTR,BKQC.PROD.CODE W,0x121944
BKQCMSTR,BKQC.QTY.RECVD 7,0x121014
BKQCMSTR,BKQC.QTY.REJECTG,0x121a74
BKQCMSTR,BKQC.RECV.DATE,0x1209dc
BKQCMSTR,BKQC.RECVR.NUM,0x12130c
BKQCMSTR,BKQC.RKEY,0x121274
BKQCMSTR,BKQC.UNIT.COST f,0x1218ac
BKQCMSTR,BKQC.VEND.CODE,0x120b0c
BKQCMSTR,BKQC.VKEY,0x120a74
BKQCTRAN,BKQC.TRN.ARDTE I,0x122f0c
BKQCTRAN,BKQC.TRN.BODTE M,0x122e74
BKQCTRAN,BKQC.TRN.BQTY  1,0x122674
BKQCTRAN,BKQC.TRN.CODE,0x121cac
BKQCTRAN,BKQC.TRN.EMPNUMQ,0x122ddc
BKQCTRAN,BKQC.TRN.EXTRA o,0x1234ac
BKQCTRAN,BKQC.TRN.FLAG  n,0x123544
BKQCTRAN,BKQC.TRN.GEN,0x123944
BKQCTRAN,BKQC.TRN.INVCD m,0x1235dc
BKQCTRAN,BKQC.TRN.PO,0x121ddc
BKQCTRAN,BKQC.TRN.PODTE E,0x122414
BKQCTRAN,BKQC.TRN.POQTY e,0x123674
BKQCTRAN,BKQC.TRN.RECVNMS,0x122d44
BKQCTRAN,BKQC.TRN.REWORKC,0x1224ac
BKQCTRAN,BKQC.TRN.SCRAP A,0x122544
BKQCTRAN,BKQC.TRN.UQTY  9,0x1225dc
BKQCTRAN,BKQC.TRN.VEND,0x121d44
BKRFQ,BKRFQ.EST,0x125814
BKRFQ,BKRFQ.EXTRA    _,0x124e74
BKRFQ,BKRFQ.KEY,0x1258ac
BKRFQ,BKRFQ.MIN      O,0x124d44
BKRFQ,BKRFQ.MINCST   W,0x124ddc
BKRFQ,BKRFQ.NUM,0x12670c
BKRFQ,BKRFQ.OPER,0x1259dc
BKRFQ,BKRFQ.PARENT,0x125944
BKRFQ,BKRFQ.PARNTDESCa,0x12570c
BKRFQ,BKRFQ.PRODDESC,0x125014
BKRFQ,BKRFQ.VENDNAME H,0x125674
BKRFQ,BKRFQ.WOKEY    0,0x125414
BKRFQ,BKRFQ.WOPRE    0,0x125b0c
BKRFQ,BKRFQ.WOSUF    8,0x1254ac
BKRTCST,BKRT.CODE,0x126544
BKRTCST,BKRT.KEY,0x1265dc
BKRTCST,BKRT.OPER,0x1264ac
BKRTCST,BKRT.PARTSHR,0x126414
BKRTCST,BKRT.QUOTE,0x126674
BKRTCST,BKRT.SETUP     i,0x126b0c
BKRTSPEC,BKRT.SPEC.KEY,0x126814
BKRTSPEC,BKRT.SPEC.LINE,0x126944
BKRTSPEC,BKRT.SPEC.NOTE,0x1269dc
BKRTSPEC,BKRT.SPEC.PART,0x12730c
BKRTSPEC,BKRT.SPEC.SEQ,0x1268ac
BKRTTEMP,BKRT.TEMP.CODE,0x1270ac
BKRTTEMP,BKRT.TEMP.KEY,0x127144
BKRTTEMP,BKRT.TEMP.LINE,0x1271dc
BKRTTEMP,BKRT.TEMP.NOTE,0x127274
BKSAREPT,BKSA.FROM14    .,0x1290ac
BKSAREPT,BKSA.FROM15    6,0x129b0c
BKSAREPT,BKSA.FROM18    R,0x129f0c
BKSAREPT,BKSA.FROM19    p,0x129ddc
BKSAREPT,BKSA.FROM2     6,0x1278ac
BKSAREPT,BKSA.FROM23,0x12a70c
BKSAREPT,BKSA.FROM24,0x12a5dc
BKSAREPT,BKSA.FROM25,0x12a4ac
BKSAREPT,BKSA.FROM4     F,0x1281dc
BKSAREPT,BKSA.FROM5     V,0x1280ac
BKSAREPT,BKSA.FROM6     j,0x12870c
BKSAREPT,BKSA.NAME,0x127b0c
BKSAREPT,BKSA.RTM,0x127a74
BKSAREPT,BKSA.THRU1     .,0x127944
BKSAREPT,BKSA.THRU12,0x129274
BKSAREPT,BKSA.THRU14    2,0x129014
BKSAREPT,BKSA.THRU15    8,0x129a74
BKSAREPT,BKSA.THRU17    H,0x129814
BKSAREPT,BKSA.THRU18    a,0x129e74
BKSAREPT,BKSA.THRU23,0x12a674
BKSAREPT,BKSA.THRU24,0x12a544
BKSAREPT,BKSA.THRU3     B,0x128274
BKSAREPT,BKSA.THRU4     N,0x128144
BKSAREPT,BKSA.THRU6     t,0x128674
BKSAREPT,BKSA.TYPE,0x127014
BKSBMFG,BKSB.MFG.CUST,0x12bf0c
BKSBMFG,BKSB.MFG.EXTRA Z,0x12bd44
BKSBMFG,BKSB.MFG.KEY,0x12b0ac
BKSBMFG,BKSB.MFG.KEY2,0x12b144
BKSBMFG,BKSB.MFG.MPART A,0x12bddc
BKSBMFG,BKSB.MFG.PARNT,0x12b1dc
BKSBMFG,BKSB.MFG.PROD,0x12b014
BKSBPART,BKSB.PART.CUST,0x12c70c
BKSBPART,BKSB.PART.EXTRA7,0x12c5dc
BKSBPART,BKSB.PART.KEY,0x12c144
BKSBPART,BKSB.PART.KEY2,0x12c0ac
BKSBPART,BKSB.PART.PARNT,0x12c1dc
BKSBPART,BKSB.PART.PROD,0x12c014
BKSBVEND,BKSB.VEND.CUST,0x12ca74
BKSBVEND,BKSB.VEND.EXTRAK,0x12c8ac
BKSBVEND,BKSB.VEND.KEY,0x12c4ac
BKSBVEND,BKSB.VEND.KEY2,0x12c414
BKSBVEND,BKSB.VEND.PARNT,0x12c544
BKSBVEND,BKSB.VEND.PROD,0x12cb0c
BKSBVEND,BKSB.VEND.VPART2,0x12c944
BKSHORT,BK.SHORT.DATE  B,0x12d014
BKSHORT,BK.SHORT.DESC,0x12d30c
BKSHORT,BK.SHORT.PCODE,0x12c814
BKSHORT,BK.SHORT.PPCODEF,0x12db0c
BKSHORT,BK.SHORT.PPDESCU,0x12da74
BKSHORT,BK.SHORT.QTYREQ2,0x12d144
BKSHORT,BK.SHORT.WO.SUF0,0x12d1dc
BKSLEVEL,BKSL.KEY,0x12d944
BKSLEVEL,BKSL.LEVEL,0x12d8ac
BKSLEVEL,BKSL.MENU,0x12d9dc
BKSLEVEL,BKSL.MENU1,0x12e30c
BKSLEVEL,BKSL.MENU1.YN,0x12d814
BKSLEVEL,BKSL.MENU13,0x12f70c
BKSLEVEL,BKSL.MENU13.YN,0x12f014
BKSLEVEL,BKSL.MENU14,0x12f5dc
BKSLEVEL,BKSL.MENU14.YN,0x12f674
BKSLEVEL,BKSL.MENU17    U,0x12fddc
BKSLEVEL,BKSL.MENU17.YN T,0x12fe74
BKSLEVEL,BKSL.MENU18    j,0x12fcac
BKSLEVEL,BKSL.MENU18.YN i,0x12fd44
BKSLEVEL,BKSL.MENU19,0x130f0c
BKSLEVEL,BKSL.MENU2,0x12e1dc
BKSLEVEL,BKSL.MENU2.YN,0x12e274
BKSLEVEL,BKSL.MENU3.YN  .,0x12e144
BKSLEVEL,BKSL.MENU4     D,0x12e70c
BKSLEVEL,BKSL.MENU4.YN  C,0x12e014
BKSLEVEL,BKSL.MENU5     Y,0x12e5dc
BKSLEVEL,BKSL.MENU5.YN  X,0x12e674
BKSLEVEL,BKSL.MENU6     n,0x12e4ac
BKSLEVEL,BKSL.MENU6.YN  m,0x12e544
BKSLMSTR,BKSL.MSTR.DESC,0x130d44
BKSLMSTR,BKSL.MSTR.LEVEL,0x130cac
BKSOLOCK,BKSO.LOCK.ITEM,0x1311dc
BKSOLOCK,BKSO.LOCK.REC,0x131144
BKSOX,BKSOX.ARCHDATE,0x132d44
BKSOX,BKSOX.COMPANY,0x1310ac
BKSOX,BKSOX.CURRENCY f,0x131d44
BKSOX,BKSOX.CUSTCODE,0x131674
BKSOX,BKSOX.CUSTNAME,0x1315dc
BKSOX,BKSOX.CUSTPO   q,0x131c14
BKSOX,BKSOX.DEPOSIT  N,0x131f0c
BKSOX,BKSOX.ENTDATE,0x132cac
BKSOX,BKSOX.FREIGHT  F,0x131414
BKSOX,BKSOX.INVCDATE,0x13170c
BKSOX,BKSOX.INVCNUM,0x131014
BKSOX,BKSOX.POSTDATE,0x132ddc
BKSOX,BKSOX.RETEN    V,0x131e74
BKSOX,BKSOX.SONUM    i,0x131cac
BKSOX,BKSOX.SUBTOT   6,0x131544
BKSYAP,BKSY.AP.CONVDTE.,0x132c14
BKSYAP,BKSY.AP.PONUM,0x1330ac
BKSYAP,BKSY.AP.QCRECV,0x133144
BKSYAP,BKSY.AP.RECVFLG,0x133014
BKSYAP,BKSY.AP.RECVNUM,0x133944
BKSYAP,BKSY.AP.REOPEN,0x1339dc
BKSYAP,BKSY.AP.RFQNUM,0x1331dc
BKSYAP,BKSY.AP.RQREWRK,0x133b0c
BKSYAP,BKSY.AP.RQSCRAP,0x133a74
BKSYAR,BKSY.AR.DEPNO,0x133814
BKSYAR,BKSY.AR.TRXN,0x1338ac
BKSYCFG,BKSY.CFG.ACCTG,0x13430c
BKSYCFG,BKSY.CFG.ADVWO,0x134144
BKSYCFG,BKSY.CFG.LITEWO,0x1341dc
BKSYCFG,BKSY.CFG.SALES,0x134274
BKSYHELP,BKSY.HELP.PATH,0x1340ac
BKSYLOG,BKSY.LOGON.ARYN1,0x134f0c
BKSYLOG,BKSY.LOGON.CHR,0x134014
BKSYLOG,BKSY.LOGON.CODE,0x13470c
BKSYLOG,BKSY.LOGON.GLYN,0x1344ac
BKSYLOG,BKSY.LOGON.OKAR2,0x134e74
BKSYLOG,BKSY.LOGON.OKGL,0x134414
BKSYLOG,BKSY.LOGON.OKPOq,0x135274
BKSYLOG,BKSY.LOGON.OKSOG,0x134d44
BKSYLOG,BKSY.LOGON.OVLY,0x1345dc
BKSYLOG,BKSY.LOGON.POYNp,0x13530c
BKSYLOG,BKSY.LOGON.PSWD,0x134674
BKSYLOG,BKSY.LOGON.SCTY,0x134544
BKSYLOG,BKSY.LOGON.SOYNF,0x134ddc
BKSYMSTR,BKSY.AP.CHKACT,0x21ff0c
BKSYMSTR,BKSY.AP.DISCDPTU,0x220c14
BKSYMSTR,BKSY.AP.DISCGL K,0x22170c
BKSYMSTR,BKSY.AP.ENTBY  z,0x221814
BKSYMSTR,BKSY.AP.GLDPT  G,0x221674
BKSYMSTR,BKSY.AP.SHP.VIAk,0x221f0c
BKSYMSTR,BKSY.APINV.NUM,0x223944
BKSYMSTR,BKSY.APPO.NUM,0x2239dc
BKSYMSTR,BKSY.AR.AGING  0,0x136014
BKSYMSTR,BKSY.AR.DISCDPT9,0x221544
BKSYMSTR,BKSY.AR.FREIGHT,0x21f674
BKSYMSTR,BKSY.AR.FRGTDPT,0x21f70c
BKSYMSTR,BKSY.AR.PEL    j,0x221e74
BKSYMSTR,BKSY.AR.TURNOFFi,0x221ddc
BKSYMSTR,BKSY.ARINV.NUM,0x223814
BKSYMSTR,BKSY.ARSO.NUM,0x21f4ac
BKSYMSTR,BKSY.AUTO.BO,0x21f544
BKSYMSTR,BKSY.CHK.CHKCUR,0x2238ac
BKSYMSTR,BKSY.CHK.NAME  s,0x21fcac
BKSYMSTR,BKSY.COMP.ADD1 q,0x2224ac
BKSYMSTR,BKSY.COMP.NAME X,0x222414
BKSYMSTR,BKSY.GJ.NUM,0x223a74
BKSYMSTR,BKSY.GL.CLRING,0x2219dc
BKSYMSTR,BKSY.GLDPT.CLR,0x221a74
BKSYMSTR,BKSY.PLAIN.CHKS.,0x21f30c
BKSYMSTR,BKSY.PLAIN.STMT-,0x21f274
BKSYMSTR,BKSY.PO.FREIGHTu,0x220f0c
BKSYMSTR,BKSY.PO.FRGTDPT,0x220814
BKSYMSTR,BKSY.PO.INR    E,0x135d44
BKSYMSTR,BKSY.PO.INRDPT O,0x135ddc
BKSYMSTR,BKSY.PO.RNI,0x21f014
BKSYMSTR,BKSY.PO.TAXDPT q,0x220e74
BKSYMSTR,BKSY.PO.TAXGL  g,0x220ddc
BKSYMSTR,BKSY.PR.CHKACT,0x21f414
BKSYMSTR,BKSY.PR.ODNAME D,0x136144
BKSYMSTR,BKSY.RTS.DEF,0x21f5dc
BKSYMSTR,BKSY.TAX.GLACT Y,0x220cac
BKSYMSTR,BKSY.TAX.GLDPT c,0x220d44
BKSYMSTR,BKSY.TAX.RATE,0x223b0c
BKSYMSTR,BKSY.TRM.EOM,0x223274
BKSYMSTR,BKSY.TRM.MAX   0,0x22330c
BKSYPRTR,BKSY.PRTR.EXEC,0x224d44
BKSYPRTR,BKSY.PRTR.LASER6,0x224f0c
BKSYPRTR,BKSY.PRTR.NAME,0x224cac
BKSYPRTR,BKSY.PRTR.PMAX 2,0x2244ac
BKSYPRTR,BKSY.PRTR.POST 7,0x224e74
BKSYPRTR,BKSY.PRTR.PPLNE4,0x224414
BKSYPRTR,BKSY.PRTR.PWDT 0,0x224544
BKSYUSER,BKSY.USER.CHR,0x2251dc
BKSYUSER,BKSY.USER.CODE,0x225274
BKSYUSER,BKSY.USER.COMP,0x225144
BKSYUSER,BKSY.USER.PSWD,0x22530c
BKSYUSER,BKSY.USER.SCTY,0x224c14
BKUPDATE,BKUP.COMPANY,0x225814
BKUPDATE,BKUP.DATE,0x225944
BKUPDATE,BKUP.UPDATE,0x2258ac
BKUPDATE,BKUPDATE.VER,0x2259dc
BKYSMSTR,BKYS.DESC      Z,0x226014
BKYSMSTR,BKYS.GLNUM,0x2261dc
BKYSMSTR,BKYS.INVNUM,0x2264ac
BKYSMSTR,BKYS.NUM       2,0x2260ac
BKYSMSTR,BKYS.RBNUM,0x226414
BKYSMSTR,BKYS.WONUM,0x22630c
BOMCHG,BOM.CHG.ACOMP  1,0x2274ac
BOMCHG,BOM.CHG.AQTY   3,0x2275dc
BOMCHG,BOM.CHG.AREF   C,0x22770c
BOMCHG,BOM.CHG.ASCRAP k,0x226cac
BOMCHG,BOM.CHG.BREF   W,0x226c14
BOMCHG,BOM.CHG.BSCRAP s,0x226d44
BOMCHG,BOM.CHG.CDATE,0x22830c
BOMCHG,BOM.CHG.COMP,0x228274
BOMCHG,BOM.CHG.DCOMP  2,0x227544
BOMCHG,BOM.CHG.PARENT,0x2281dc
BOMCHG,BOM.CHG.UID    C,0x226f0c
BUCKETS,BUK.CNTN       Q,0x228ddc
BUCKETS,BUK.FDATE      4,0x228014
BUCKETS,BUK.FDATE.SHOP 8,0x2280ac
BUCKETS,BUK.LOCKED     H,0x228cac
BUCKETS,BUK.NUM.SUNITS I,0x228d44
BUCKETS,BUK.OPER,0x228944
BUCKETS,BUK.PART,0x2289dc
BUCKETS,BUK.WC,0x228e74
BUCKETS,BUK.WCTYPE,0x228f0c
BUCKETS,BUK.WOPRE,0x228814
BUCKETS,BUK.WOSUF,0x2288ac
CALENDAR,MTCAL.DATE,0x228c14
CALENDAR,MTCAL.DESC,0x22930c
CALENDAR,MTCAL.SAT,0x229274
CALENDAR,MTCAL.SUN,0x2291dc
CALENDAR,MTCAL.YEAR,0x229144
CALTEMP,SHP.DATE,0x2290ac
CALTEMP,SLSH.DATE,0x229014
CCEDIXRF,CC.EDI.CUSTCODE,0x229414
CCEDIXRF,CC.EDI.SENDERID,0x2294ac
CCEDIXRF,CC.EDI.SHIPTO  4,0x229674
CCEDIXRF,CC.EDI.SHPTCODE,0x229544
CLASMSTR,MTCLASS.M.CLASS,0x229f0c
CLASMSTR,MTCLASS.M.DESC,0x229e74
CLASS,CLASS.DPTA     6,0x22a674
CLASS,CLASS.DPTC     D,0x22a544
CLASS,CLASS.DPTS     R,0x22a414
CLASS,CLASS.DPTW     n,0x22a944
CLASS,CLASS.GLLAB    r,0x22a8ac
CLASS,CLASS.GLS      H,0x22a4ac
CLASS,CLASS.GLSNT    V,0x22ab0c
CLASS,CLASS.GLW      d,0x22a9dc
CLASS,MTCLASS.CLASS,0x229ddc
CLASS,MTCLASS.DESC,0x229c14
CLASS,MTCLASS.KEY,0x229d44
CLASS,MTCLASS.LOC,0x229cac
DBACNAME,CNAME.CODE,0x22b414
DBACNAME,CNAME.FILLER,0x22b544
DBACNAME,CNAME.NAME,0x22b4ac
DBAFIFO,FIFO.COST,0x22b944
DBAFIFO,FIFO.PARTNO,0x22ba74
DBAFIFO,FIFO.QTY,0x22b9dc
DBAFIFO,FIFO.RECVDATE,0x22b8ac
DBAHELP,HELP.FIELD,0x22c1dc
DBAHELP,HELP.PROGRAM,0x22c0ac
DBAHELP,HELP.SECTION,0x22c274
DBAHELP,HELP.TEXT      -,0x22b814
DBAHELP,HELP.TYPE,0x22c144
DBAHLPID,DBA.HELP.MAP,0x22cb0c
DBAHLPID,DBA.HELP.REF,0x22c014
DBAUSRMN,USRMN_PATH     .,0x22d014
DEFAULTS,DFLT.ARRAY,0x22da74
DEFAULTS,DFLT.FLDNME,0x22d9dc
DEFAULTS,DFLT.KEY,0x22d944
DPTMENT,DPT.CODE,0x22d814
DPTMENT,DPT.DESC,0x22d8ac
EIMCOLST,EIMCO.DEPT,0x2ae274
EIMCOLST,EIMCO.DESC     Z,0x2ae0ac
EIMCOLST,EIMCO.EXTRA    B,0x2aeddc
EIMCOLST,EIMCO.LDESC    x,0x2ae014
EIMCOLST,EIMCO.LIST,0x2ae1dc
EIMCOLST,EIMCO.WOPRE    6,0x2ae814
ESTCHGS,MTESCH.AMT,0x22de74
ESTCHGS,MTESCH.DESC,0x22dddc
ESTCHGS,MTESCH.QUOTE,0x22df0c
ESTMAT,MTESMAT.CODE,0x22dcac
ESTMAT,MTESMAT.COST1  P,0x22e8ac
ESTMAT,MTESMAT.COST2  X,0x22e814
ESTMAT,MTESMAT.COST4  h,0x22ee74
ESTMAT,MTESMAT.COST5  p,0x22eddc
ESTMAT,MTESMAT.COSTCD,0x22ecac
ESTMAT,MTESMAT.DESC,0x22dc14
ESTMAT,MTESMAT.QTYPER 5,0x22eb0c
ESTMAT,MTESMAT.QUOTE,0x22dd44
ESTMAT,MTESMAT.QUREF  H,0x22e944
ESTMAT,MTESMAT.REMARKSx,0x22ed44
ESTMAT,MTESMAT.UM     E,0x22e9dc
ESTROUT,MTESRO.DESC,0x23130c
ESTROUT,MTESRO.MISCCOSTy,0x230544
ESTROUT,MTESRO.OPCOST  Y,0x230a74
ESTROUT,MTESRO.OPER,0x231274
ESTROUT,MTESRO.OVER4,0x22f70c
ESTROUT,MTESRO.OVER5,0x22f014
ESTROUT,MTESRO.PARTSHR a,0x230b0c
ESTROUT,MTESRO.QUOTE,0x2311dc
ESTROUT,MTESRO.SETUP1,0x22f0ac
ESTROUT,MTESRO.SETUP2,0x22f144
ESTROUT,MTESRO.SETUP5  7,0x22f30c
ESTROUT,MTESRO.SETUPHRSq,0x2304ac
ESTROUT,MTESRO.TIMEPARTi,0x230414
ESTROUT,MTESRO.TYPE    5,0x2308ac
ESTROUT,MTESRO.VENDOR  6,0x230944
ESTSUM,MTESUM.ATTN    m,0x8c814
ESTSUM,MTESUM.BOM.FLAGH,0x23230c
ESTSUM,MTESUM.CLASS,0x8d814
ESTSUM,MTESUM.CODE,0x8cb0c
ESTSUM,MTESUM.COST    K,0x231d44
ESTSUM,MTESUM.CUSTCODEE,0x8c944
ESTSUM,MTESUM.DATE,0x8d9dc
ESTSUM,MTESUM.ENTBY   -,0x232144
ESTSUM,MTESUM.EX.FLAG J,0x231cac
ESTSUM,MTESUM.EXPDATE,0x8d944
ESTSUM,MTESUM.EXTRA   m,0x8b544
ESTSUM,MTESUM.LEADTIME,0x2319dc
ESTSUM,MTESUM.MATMU   M,0x8c414
ESTSUM,MTESUM.NAME    O,0x8c8ac
ESTSUM,MTESUM.OH      -,0x8bc14
ESTSUM,MTESUM.OPPTYPE 2,0x231014
ESTSUM,MTESUM.OVALL,0x8b5dc
ESTSUM,MTESUM.PRICE,0x8b414
ESTSUM,MTESUM.QTREV   4,0x2310ac
ESTSUM,MTESUM.QUOTE,0x8da74
ESTSUM,MTESUM.RT.FLAG I,0x231c14
ESTSUM,MTESUM.SLSP.NUM,0x231a74
ESTSUM,MTESUM.STATUS,0x8d8ac
ESTSUM,MTESUM.TEMP.NUMF,0x232274
ESTSUM,MTESUM.UM      B,0x8c9dc
FIELDDEF,DDF.FDATATYPE,0x859dc
FIELDDEF,DDF.FDEC,0x9db0c
FIELDDEF,DDF.FDNAME,0x85a74
FIELDDEF,DDF.FFILE,0x85b0c
FIELDDEF,DDF.FFLAGS,0x85814
FIELDDEF,DDF.FID,0x85c14
FIELDDEF,DDF.FOFFSET,0x85944
FIELDDEF,DDF.FSIZE,0x858ac
FIELDS,FLD.KEY,0x85e74
FILEDEF,DDF.FLAGS      V,0x869dc
FILEDEF,DDF.ID,0x86814
FILEDEF,DDF.LOC,0x86944
FILEDEF,DDF.NAME,0x868ac
FILEDEF,DDF.RESERVED   W,0x86a74
HELPURL,HELP.URL.EXTRA,0x8db0c
HELPURL,HELP.URL.FILE,0x8dc14
HELPURL,HELP.URL.REF,0x8dcac
INDEXDEF,DDF.FIELD,0x8df0c
INDEXDEF,DDF.FILE,0x8e014
INDEXDEF,DDF.IFLAGS,0x8dd44
INDEXDEF,DDF.NUMBER,0x8de74
INDEXDEF,DDF.PART,0x8dddc
INVTXN,MTIT.AVGCOST,0x8f144
INVTXN,MTIT.CLASS,0x8f414
INVTXN,MTIT.CODE,0x8f274
INVTXN,MTIT.CUST      X,0x8ee74
INVTXN,MTIT.DATE,0x8f30c
INVTXN,MTIT.INVOICE   b,0x8eddc
INVTXN,MTIT.KEY,0x8f544
INVTXN,MTIT.LOC       0,0x8f014
INVTXN,MTIT.PO        r,0x8ecac
INVTXN,MTIT.PRICE     j,0x8ed44
INVTXN,MTIT.QTY,0x8f1dc
INVTXN,MTIT.TYPE,0x8f4ac
INVTXN,MTIT.WOPRE     z,0x8ec14
IS2DBAR,IS2D.BAR.CHAR,0x90144
IS2DBAR,IS2D.BAR.CODE,0x9030c
IS2DBAR,IS2D.BAR.DOCPR 9,0x90014
IS2DBAR,IS2D.BAR.FIELD,0x900ac
IS2DBAR,IS2D.BAR.ITEM,0x90274
IS2DBAR,IS2D.BAR.ORDER,0x901dc
ISACTION,IS.ACTION.DESC,0x904ac
ISACTION,IS.ACTION.MISC F,0x90414
ISACTION,IS.ACTION.TYPE,0x90544
ISAPCHG,ISAP.CHG.ADISC Z,0x91814
ISAPCHG,ISAP.CHG.AERD  z,0x91544
ISAPCHG,ISAP.CHG.ALOC  6,0x91a74
ISAPCHG,ISAP.CHG.AOOQTYj,0x91674
ISAPCHG,ISAP.CHG.APRICEJ,0x91944
