table,field_path,offset
ISTAXFIL,ISIS.TXF.PTICD,0x4cf0c
ISTAXFIL,ISIS.TXF.SOHRNGo,0x4d30c
ISTAXFIL,ISIS.TXF.TAXIN,0x4d0ac
ISTAXFIL,ISIS.TXF.TICD,0x4d014
ISTAXGRP,ISIS.TXG.CODE,0x4e30c
ISTAXGRP,ISIS.TXG.DESC  w,0x4e5dc
ISTAXGRP,ISIS.TXG.FREIGTv,0x4e544
ISTAXGRP,ISIS.TXG.FRGT  H,0x4f414
ISTAXGRP,ISIS.TXG.IDC   I,0x4e70c
ISTAXGRP,ISIS.TXG.NAME,0x4e274
ISTAXGRP,ISIS.TXG.PID   m,0x4e4ac
ISTAXGRP,ISIS.TXG.TAXBLE,0x4ed44
ISTAXGRP,ISIS.TXG.TAXON d,0x4e414
ISTAXGRP,ISIS.TXG.TOFPERQ,0x4f4ac
ISTAXGRP,ISIS.TXG.TOTPER,0x4ecac
ISTERMS,IS.TERMS.AMT   H,0x5070c
ISTERMS,IS.TERMS.ARAP  W,0x4f70c
ISTERMS,IS.TERMS.CC    X,0x4f674
ISTERMS,IS.TERMS.COD   V,0x50414
ISTERMS,IS.TERMS.DAY   Q,0x505dc
ISTERMS,IS.TERMS.DESC,0x50814
ISTERMS,IS.TERMS.EOM   S,0x50544
ISTERMS,IS.TERMS.MAX   T,0x504ac
ISTERMS,IS.TERMS.NAME,0x508ac
ISTERMS,IS.TERMS.NUM,0x50944
ISTERMS,IS.TERMS.SRT   Y,0x4f5dc
ISTERMS,IS.TERMS.TYP   P,0x50674
ISTOOLOG,ISTOOL.COST    c,0x51414
ISTOOLOG,ISTOOL.DATE,0x515dc
ISTOOLOG,ISTOOL.ESTHRS  j,0x50c14
ISTOOLOG,ISTOOL.EXTRA   r,0x50b0c
ISTOOLOG,ISTOOL.FLAG    g,0x50cac
ISTOOLOG,ISTOOL.NOTES   k,0x50f0c
ISTOOLOG,ISTOOL.OPER,0x5170c
ISTOOLOG,ISTOOL.TOOL,0x51674
ISTOOLOG,ISTOOL.WOPRE,0x520ac
ISTOOLOG,ISTOOL.WORKDESC,0x51544
ISTOOLOG,ISTOOL.WOSUF,0x52014
ISTRIGRS,IS.TRIG.CODE,0x535dc
ISTRIGRS,IS.TRIG.CONTACT,0x534ac
ISTRIGRS,IS.TRIG.EXTRA  6,0x52ddc
ISTRIGRS,IS.TRIG.LDATE  .,0x52f0c
ISTRIGRS,IS.TRIG.LTIME  2,0x52e74
ISTRIGRS,IS.TRIG.NOTE   z,0x52414
ISTRIGRS,IS.TRIG.ONCE   -,0x53414
ISTRIGRS,IS.TRIG.TRIGR,0x53544
ISUDFINV,IS.UDF.EXTRA   C,0x53674
ISUDFINV,IS.UDF.FIELD,0x53e74
ISUDFINV,IS.UDF.NAME,0x53f0c
ISUDFINV,IS.UDF.SCRSIZE A,0x5370c
ISUDMSTR,IS.UDM.CODE,0x54144
ISUDMSTR,IS.UDM.DESC,0x540ac
ISUDMSTR,IS.UDM.EXTRA   U,0x54014
ISUSAGE,ISTS.USE.ALPHA,0x544ac
ISUSAGE,ISTS.USE.AMTY1,0x55414
ISUSAGE,ISTS.USE.AMTY5 X,0x54a74
ISUSAGE,ISTS.USE.CODE,0x5570c
ISUSAGE,ISTS.USE.FLAGS,0x54544
ISUSAGE,ISTS.USE.LSTCALt,0x5430c
ISUSAGE,ISTS.USE.NUM   L,0x54414
ISUSAGE,ISTS.USE.QTY,0x555dc
ISUSAGE,ISTS.USE.QTYY3 P,0x54ddc
ISUSAGE,ISTS.USE.QTYY4,0x54cac
ISUSAGE,ISTS.USE.TYPE,0x55674
ISVAR,IS.VAR.ADD1,0x56a74
ISVAR,IS.VAR.CITY    Z,0x56944
ISVAR,IS.VAR.COMPANY,0x56b0c
ISVAR,IS.VAR.CONTACT x,0x5630c
ISVAR,IS.VAR.LOGO,0x56c14
ISVAR,IS.VAR.STATE   n,0x568ac
ISVAR,IS.VAR.WEBSUP  X,0x560ac
ISVAR,IS.VAR.ZIP     p,0x56814
ISVARSQL,IS.VAR.QNAME,0x56e74
ISVARSQL,IS.VAR.TYPE,0x56ddc
ISVARSQL,IS.VAR.VNAME,0x56d44
ISVNDADT,IS.VND.APPROVE F,0x57814
ISVNDADT,IS.VND.CHGDESC s,0x57414
ISVNDADT,IS.VND.DATE    G,0x5770c
ISVNDADT,IS.VND.NMAXAMT k,0x574ac
ISVNDADT,IS.VND.OMAXAMT c,0x57544
ISVNDADT,IS.VND.ONAME,0x57944
ISVNDADT,IS.VND.TIME    K,0x57674
ISVNDADT,IS.VND.VEND,0x579dc
ISVNDADT,IS.VND.WHO     O,0x575dc
ISWOCLOG,IS.WOLOG.CUSNMEm,0x58a74
ISWOCLOG,IS.WOLOG.CUST  c,0x58b0c
ISWOCLOG,IS.WOLOG.EXTRA W,0x57a74
ISWOCLOG,IS.WOLOG.FLAG,0x58544
ISWOCLOG,IS.WOLOG.NUM   7,0x58414
ISWOCLOG,IS.WOLOG.NUM2  G,0x57b0c
ISWOCLOG,IS.WOLOG.OPDESC,0x58ddc
ISWOCLOG,IS.WOLOG.OPER,0x58e74
ISWOCLOG,IS.WOLOG.WC    9,0x58cac
ISWOCLOG,IS.WOLOG.WCDESCE,0x58c14
ISWOCLOG,IS.WOLOG.WOPRE,0x59414
ISWOCLOG,IS.WOLOG.WOSUF,0x58f0c
ISWOEX,IS.WOEX.DESC2,0x5a014
ISWOEX,IS.WOEX.DESC3  K,0x599dc
ISWOEX,IS.WOEX.DESC4  i,0x59944
ISWOEX,IS.WOEX.EXTRA,0x5b1dc
ISWOEX,IS.WOEX.ITP,0x5bc14
ISWOEX,IS.WOEX.ITPP,0x5b30c
ISWOEX,IS.WOEX.NUM2   7,0x59b0c
ISWOEX,IS.WOEX.RF,0x5b274
ISWOEX,IS.WOEX.WOPRE,0x5bd44
ISWOEX,IS.WOEX.WOSUF,0x5bcac
ISWOPRIO,IS.WOPRIO.DESC,0x5bf0c
ISWOPRIO,IS.WOPRIO.EXTRA,0x5be74
ISWOPRIO,IS.WOPRIO.PRIO,0x5c414
ISWOQUE,IS.WOQUE.BDATE,0x5cc14
ISWOQUE,IS.WOQUE.BXTRAV,0x5c70c
ISWOQUE,IS.WOQUE.IDATE,0x5cf0c
ISWOQUE,IS.WOQUE.ILABEL,0x5ce74
ISWOQUE,IS.WOQUE.IQTY,0x5d014
ISWOQUE,IS.WOQUE.MDATE,0x5cd44
ISWOQUE,IS.WOQUE.MLABEL,0x5ccac
ISWOQUE,IS.WOQUE.MQTY,0x5cddc
ISWOQUE,IS.WOQUE.TDATE,0x5c674
ISWOQUE,IS.WOQUE.TRAV,0x5c5dc
ISWOQUE,IS.WOQUE.WOPRE,0x5c4ac
ISWOQUE,IS.WOQUE.WOSUF,0x5c544
ISWOROEX,IS.WROEX.CYCEMP,0x5d1dc
ISWOROEX,IS.WROEX.CYDATE,0x5d30c
ISWOROEX,IS.WROEX.CYMACH,0x5d274
ISWOROEX,IS.WROEX.DATE2 U,0x5e274
ISWOROEX,IS.WROEX.ITP,0x5ef0c
ISWOROEX,IS.WROEX.ITPP,0x5ee74
ISWOROEX,IS.WROEX.OPER,0x5fc14
ISWOROEX,IS.WROEX.WOPRE,0x5fd44
ISWOROEX,IS.WROEX.WOSUF,0x5fcac
ISWOTRAY,IS.TRAY.ALPHA,0x5ff0c
ISWOTRAY,IS.TRAY.CODE   C,0x60544
ISWOTRAY,IS.TRAY.COMQTY Z,0x60414
ISWOTRAY,IS.TRAY.DATE,0x5fe74
ISWOTRAY,IS.TRAY.EXTRA,0x5fddc
ISWOTRAY,IS.TRAY.LOC    s,0x60144
ISWOTRAY,IS.TRAY.NUM,0x614ac
ISWOTRAY,IS.TRAY.QCQTY  k,0x601dc
ISWOTRAY,IS.TRAY.QCREQD j,0x60274
ISWOTRAY,IS.TRAY.SCRPQTYb,0x6030c
ISWOTRAY,IS.TRAY.SQTY   R,0x604ac
ISWOTRAY,IS.TRAY.WOPRE,0x61414
JGPITEMS,JGP.C.OF.ORIGIN8,0x62e74
JGPITEMS,JGP.CERT       V,0x62ddc
JGPITEMS,JGP.IND.CUBE   d,0x61c14
JGPITEMS,JGP.IND.D      T,0x61d44
JGPITEMS,JGP.IND.H      D,0x61e74
JGPITEMS,JGP.IND.UPC    -,0x1a0ddc
JGPITEMS,JGP.IND.W      L,0x61ddc
JGPITEMS,JGP.ISBN       i,0x629dc
JGPITEMS,JGP.ITEM,0x1a0f0c
JGPITEMS,JGP.LITEM,0x1a0e74
JGPITEMS,JGP.LOCATION1  z,0x62944
JGPITEMS,JGP.MC.BARCODE U,0x1a0c14
JGPITEMS,JGP.MC.QTY     y,0x1a01dc
JGPITEMS,JGP.NET.ACOST  o,0x61544
JGPITEMS,JGP.NET.COST   n,0x615dc
JGPITEMS,JGP.PAL.BARCODEc,0x1a030c
JGPITEMS,JGP.PALLET.D,0x63144
JGPITEMS,JGP.PALLET.H,0x63274
JGPITEMS,JGP.PALLET.W,0x631dc
JGPITEMS,JGP.PALLET.WT,0x630ac
JGPITEMS,JGP.PREF.CRIT  l,0x6170c
JGPITEMS,JGP.PRODUCER   m,0x61674
JGPITEMS,JGP.REVDT.BACK e,0x62a74
JGPITEMS,JGP.REVDT.FRONTa,0x62b0c
JGPITEMS,JGP.SP.BARCODE G,0x1a0cac
JGPITEMS,JGP.SP.QTY     q,0x1a0274
JSPCNLCD,JSP.CNLCD.CODE,0x1a1b0c
JSPCNLCD,JSP.CNLCD.DESC,0x1a1a74
JSPCNLCD,JSP.CNLCD.EXTRAA,0x1a1814
JSPCNLCD,JSP.CNLCD.LCODE,0x1a19dc
JSPCNLCD,JSP.CNLCD.WHO  -,0x1a18ac
JSPCNLSO,JSP.CNLSO.CQTY,0x1a2144
JSPCNLSO,JSP.CNLSO.CUST I,0x1a1cac
JSPCNLSO,JSP.CNLSO.EXTRAS,0x1a1c14
JSPCNLSO,JSP.CNLSO.FLAG C,0x1a1e74
JSPCNLSO,JSP.CNLSO.GDATED,0x1a1ddc
JSPCNLSO,JSP.CNLSO.ITEM,0x1a21dc
JSPCNLSO,JSP.CNLSO.SONUM,0x1a230c
JSPCNLSO,JSP.CNLSO.STAT H,0x1a1d44
JSPCNLSO,JSP.CNLSO.UNUM,0x1a2274
LANGDICT,LANG.DICT.ECAPT,0x1a3a74
LANGDICT,LANG.DICT.LANG P,0x1a39dc
LANGDICT,LANG.DICT.LCAPTS,0x1a3944
LOT,MTLOT.CODE,0x1a48ac
LOT,MTLOT.EXPDATE,0x1a470c
LOT,MTLOT.EXTRA    a,0x1a3d44
LOT,MTLOT.KEY,0x1a4944
LOT,MTLOT.LOC      U,0x1a3e74
LOT,MTLOT.LOT,0x1a4814
LOT,MTLOT.NOTES    t,0x1a3f0c
LOT,MTLOT.POCOST   P,0x1a4274
LOT,MTLOT.RECDATE  D,0x1a4414
LOT,MTLOT.RECDOC   2,0x1a4544
LOT,MTLOT.RECQTY   H,0x1a430c
LOT,MTLOT.WO       X,0x1a41dc
LOT,MTLOT.WOCOST   l,0x1a4014
LOT,MTLOT.WOQTY    d,0x1a40ac
LOT,MTLOT.WOSUF    _,0x1a3ddc
MACHINE,TMACH.DATE     2,0x1a5b0c
MACHINE,TMACH.DESC,0x1a5d44
MACHINE,TMACH.INACTDATE-,0x1a4b0c
MACHINE,TMACH.INACTWHO 1,0x1a4a74
MACHINE,TMACH.INACTWHY O,0x1a49dc
MACHINE,TMACH.MACHINE,0x1a5ddc
MACHINE,TMACH.NOTES    6,0x1a5a74
MENUFILE,MENU.CODE,0xd0e74
MENUFILE,MENU.CT,0xd0544
MENUFILE,MENU.LINES     .,0x1a65dc
MENUFILE,MENU.PROG,0xd04ac
MENUFILE,MENU.TITLE,0xd0674
MKAHIST,MKAHIST.ACCT,0xd0ddc
MKAHIST,MKAHIST.DATE,0xd0d44
MKAHIST,MKAHIST.EVENT,0xd170c
MKAHIST,MKAHIST.MEDIA,0xd1674
MKAHIST,MKAHIST.REM2   e,0xd14ac
MKAHIST,MKAHIST.SEQ,0xd0c14
MKAHIST,MKAHIST.TRACK,0xd0cac
MKASSIGN,MKASSIGN.ACCT,0xd1414
MKASSIGN,MKASSIGN.NXTDAT,0xd19dc
MKASSIGN,MKASSIGN.NXTSEQ,0xd1a74
MKASSIGN,MKASSIGN.PRCODE,0xd18ac
MKASSIGN,MKASSIGN.SALEND,0xd1944
MKASSIGN,MKASSIGN.TRACK,0xd1b0c
MKDEF,MKDEF.CALENDAR,0xd1f0c
MKDEF,MKDEF.FNEXTID  7,0xd2544
MKDEF,MKDEF.FUCODE,0xd1d44
MKDEF,MKDEF.HISTORYCD,0xd1cac
MKDEF,MKDEF.PRICECD,0xd1ddc
MKDEF,MKDEF.REQUIRE,0xd1814
MKDEF,MKDEF.TCNEXTID,0xd270c
MKDEF,MKDEF.TNEXTID,0xd1c14
MKDEF,MKDEF.TRACK,0xd1e74
MKECLASS,.DESC,0x1f2870
MKECLASS,MKECLASS.ACTIVE5,0xd2b0c
MKECLASS,MKECLASS.DESC,0xd2414
MKECLASS,MKECLASS.NUM,0xd24ac
MKEVENT,MKEVENT.CLASS  5,0xd2944
MKEVENT,MKEVENT.DESC,0xd29dc
MKEVENT,MKEVENT.FUCODE F,0xd3b0c
MKEVENT,MKEVENT.NUM,0xd2a74
MKEVENT,MKEVENT.REM1   I,0xd3a74
MKFORM,MKFORM.ACTIVE  h,0xd470c
MKFORM,MKFORM.ATT     N,0xd3cac
MKFORM,MKFORM.DESC,0xd3ddc
MKFORM,MKFORM.FILE    5,0xd3d44
MKFORM,MKFORM.MEDIA   g,0xd3c14
MKFORM,MKFORM.NUM,0xd3e74
MKTCLASS,.ACTIVE,0x1ab1f7
MKTCLASS,.ACTIVER,0xd4df7
MKTCLASS,MKTCLASS.ACTIVE5,0xd4544
MKTCLASS,MKTCLASS.CLASS,0xd45dc
MKTCLASS,MKTCLASS.NUM,0xd4674
MKTNOTE,MKNOTE.TEXT,0xd4b0c
MKTNOTE,MKTNOTE.LINE,0xd4414
MKTNOTE,MKTNOTE.TRACK,0xd44ac
MKTRACK,MKTRACK.CLASS  5,0xd4944
MKTRACK,MKTRACK.DESC,0xd49dc
MKTRACK,MKTRACK.NUM,0xd4a74
MKTROUT,MKTROUT.DAYSNXT,0xd50ac
MKTROUT,MKTROUT.EVENT,0xd5144
MKTROUT,MKTROUT.FIXED,0xd5014
MKTROUT,MKTROUT.JUMP,0xd5274
MKTROUT,MKTROUT.NEXTSEQ,0xd51dc
MKTROUT,MKTROUT.PRICECD,0xd6144
MKTROUT,MKTROUT.SALEBEG,0xd630c
MKTROUT,MKTROUT.SALECLO,0xd61dc
MKTROUT,MKTROUT.SALELEN,0xd6274
MKTROUT,MKTROUT.SEQ,0xd530c
MKTROUT,MKTROUT.TRACK,0xd4814
MTEXCHG,EXCHG.AMT,0xd6d44
MTEXCHG,EXCHG.CODE     h,0xd6014
MTEXCHG,EXCHG.COST     .,0xd6e74
MTEXCHG,EXCHG.DESC,0xd6ddc
MTEXCHG,EXCHG.EXTRA    6,0xd6f0c
MTEXCHG,EXCHG.LINE     w,0xd60ac
MTEXCHG,EXCHG.QUOTE,0xd6cac
MTICMSTR,MTIC.PROD.ACTIVC,0xd7544
MTICMSTR,MTIC.PROD.CLASS,0xd6c14
MTICMSTR,MTIC.PROD.CODE,0xd730c
MTICMSTR,MTIC.PROD.COMM,0xd9144
MTICMSTR,MTIC.PROD.CUBFTT,0xd7f0c
MTICMSTR,MTIC.PROD.DESC,0xd7274
MTICMSTR,MTIC.PROD.DRAW h,0xd7d44
MTICMSTR,MTIC.PROD.GLINV,0xd89dc
MTICMSTR,MTIC.PROD.LOT  A,0xd7674
MTICMSTR,MTIC.PROD.PCONV7,0xd70ac
MTICMSTR,MTIC.PROD.PUM  4,0xd7144
MTICMSTR,MTIC.PROD.RCOSTF,0xda70c
MTICMSTR,MTIC.PROD.REV  w,0xd7cac
MTICMSTR,MTIC.PROD.SER  B,0xd75dc
MTICMSTR,MTIC.PROD.STDC,0xd90ac
MTICMSTR,MTIC.PROD.STDPKD,0xd74ac
MTICMSTR,MTIC.PROD.SUM  1,0xd71dc
MTICMSTR,MTIC.PROD.UOA,0xd91dc
MTICMSTR,MTIC.PROD.UOWO,0xd9274
MTICMSTR,MTIC.PROD.VEND,0xd9944
MTICMSTR,MTIC.PROD.VNAM f,0xd98ac
MTICMSTR,MTIC.PROD.WT   L,0xd7414
MTMRP,MTMRP.DATE,0xdb8ac
MTMRP,MTMRP.EXTRA    U,0xdb30c
MTMRP,MTMRP.KEY,0xdc70c
MTMRP,MTMRP.ONHAND,0xdb9dc
MTMRP,MTMRP.ORDER    -,0xdbb0c
MTMRP,MTMRP.PARTNO,0xdb814
MTMRP,MTMRP.PG.FDATE I,0xdb1dc
MTMRP,MTMRP.PG.QTY   M,0xdb274
MTMRP,MTMRP.PG.SDATE E,0xdb144
MTMRP,MTMRP.QTY,0xdb944
MTMRP,MTMRP.STARTDT  7,0xdb014
MWOPTEMP,MWOP.CNTR,0xdc9dc
MWOPTEMP,MWOP.SERIAL,0xdc414
MWOPTEMP,MWOP.STATUS    3,0xdc544
MWOPTEMP,MWOP.WOPRE,0xdca74
MWOPTEMP,MWOP.WOSUF,0xdcb0c
NZITPRE,NZ.IPRE.DESC,0xdc944
NZITPRE,NZ.IPRE.PREFIX,0xdc814
OPQCDESC,OPQC.DATE      c,0xdd674
OPQCDESC,OPQC.DESC,0xdcd44
OPQCDESC,OPQC.EXTRA     g,0xdd5dc
OPQCDESC,OPQC.OPER,0xdcddc
OPQCDESC,OPQC.QCCODE    a,0xdd70c
OPQCDESC,OPQC.UID       C,0xdcc14
OPQCDESC,OPQC.WOPRE,0xdcf0c
OPQCDESC,OPQC.WOSUF,0xdce74
OUTPROC,MTPO.ASSY      v,0xde4ac
OUTPROC,MTPO.COST      f,0xde5dc
OUTPROC,MTPO.DATE      0,0xde144
OUTPROC,MTPO.DESC      E,0xde70c
OUTPROC,MTPO.EXTPR     n,0xde544
OUTPROC,MTPO.OPER      4,0xde0ac
OUTPROC,MTPO.PO,0xde30c
OUTPROC,MTPO.PROD      6,0xde014
OUTPROC,MTPO.VENDNAME,0xdd414
OUTPROC,MTPO.VENDOR,0xdd4ac
OUTPROC,MTPO.WOSUF     .,0xde1dc
PIBINLOC,PIBIN.LOC.BIN,0xdf70c
PIBINLOC,PIBIN.LOC.CDATE0,0xdecac
PIBINLOC,PIBIN.LOC.DFLT 8,0xdeddc
PIBINLOC,PIBIN.LOC.EXTRA9,0xdee74
PIBINLOC,PIBIN.LOC.ITEM,0xdf5dc
PIBINLOC,PIBIN.LOC.LOC,0xdf674
PIBINLOC,PIBIN.LOC.VDATE4,0xded44
PIBINLOT,PI.BINLOT.BIN  .,0xdf814
PIBINLOT,PI.BINLOT.DATE h,0xdf414
PIBINLOT,PI.BINLOT.EXTRAt,0xdf544
PIBINLOT,PI.BINLOT.FLAG g,0xdfb0c
PIBINLOT,PI.BINLOT.ITEM,0xe05dc
PIBINLOT,PI.BINLOT.LOC,0xe0674
PIBINLOT,PI.BINLOT.LOT,0xe070c
PIBINLOT,PI.BINLOT.NUM  l,0xdf4ac
PIBINLOT,PI.BINLOT.PSTD f,0xdfa74
PIBINLOT,PI.BINLOT.QTR,0xe0544
PIBINLOT,PI.BINLOT.UOH  V,0xdf944
PIBINLOT,PI.BINLOT.YR,0xe04ac
PRGFILE,PRGFIL.COMMAND,0x167274
PRGFILE,PRGFIL.FILE,0x1671dc
PRGFILE,PRGFIL.PRG.LINE,0x16730c
PRGFILE,PRGFIL.PRG.NAME,0x167144
PRGFILE,PRGFIL.RUN.LINE,0xd0014
PRGFILE,PRGFIL.SCN.NAME,0xd00ac
PRGFILE2,PRGFIL2.NOTE,0x1674ac
PRGFILE2,PRGFIL2.TOTCMDS,0x167414
PRGFILE2,PRGFIL2.WILDCRD,0xd01dc
QCCODES,MTQC.CODE,0xe0414
QCCODES,MTQC.DESC,0xe0b0c
ROCHG,RO.CHG.AOPER,0xe19dc
ROCHG,RO.CHG.ASETUP  6,0xe15dc
ROCHG,RO.CHG.ATOOL   F,0xe10ac
ROCHG,RO.CHG.AWC     d,0xe11dc
ROCHG,RO.CHG.BLONG   .,0xe1544
ROCHG,RO.CHG.BMATCH  B,0xe1014
ROCHG,RO.CHG.BTOOL   U,0xe1144
ROCHG,RO.CHG.BWC     p,0xe1274
ROCHG,RO.CHG.CDATE,0xe1b0c
ROCHG,RO.CHG.DOPER,0xe1a74
ROCHG,RO.CHG.OPER,0xe1944
ROCHG,RO.CHG.PART,0xe18ac
ROCHG,RO.CHG.USER,0xe1414
ROUTING,MTRO.CLASS,0xe2014
ROUTING,MTRO.CODE,0xe4414
ROUTING,MTRO.DESC,0xe45dc
ROUTING,MTRO.FOVHD     Q,0xe34ac
ROUTING,MTRO.INSTR     p,0xe3814
ROUTING,MTRO.KEY,0xe44ac
ROUTING,MTRO.LABOR     A,0xe3b0c
ROUTING,MTRO.LEAD      N,0xe4014
ROUTING,MTRO.LONGTIME,0xe2a74
ROUTING,MTRO.LOTSIZE   h,0xe430c
ROUTING,MTRO.MACHINE   I,0xe3414
ROUTING,MTRO.MIN.CHG,0xe28ac
ROUTING,MTRO.OPER,0xe4544
ROUTING,MTRO.OVERLAP,0xe2944
ROUTING,MTRO.PARTSHR   X,0xe4144
ROUTING,MTRO.PIECE.RATE,0xe29dc
ROUTING,MTRO.PRINT,0xe2b0c
ROUTING,MTRO.SETUP     a,0xe35dc
ROUTING,MTRO.SETUPHRS  d,0xe4274
ROUTING,MTRO.STD.TIME,0xe2814
ROUTING,MTRO.TMACHDESC m,0xe370c
ROUTING,MTRO.TMACHINE  i,0xe3674
ROUTING,MTRO.TYPE      M,0xe470c
ROUTING,MTRO.VENDCODE,0xe39dc
ROUTING,MTRO.VENDCOST  P,0xe40ac
ROUTING,MTRO.VOVHD     Y,0xe3544
ROUTING,MTRO.WCDESC,0xe3944
SCHEDCAL,SCH.BACK.DATE,0xe51dc
SCHEDCAL,SCH.BACK.SLASH,0xe50ac
SCHEDCAL,SCH.CAL.DATE,0xe5014
SCHEDCAL,SCH.SHOP.DATE,0xe5274
SCHEDCAL,SCH.SHOP.SLASH,0xe5144
SCHEDCAL,SCH.WH.FLAG,0xe530c
SCHWO,SWO.CRATIO,0xe5414
SCHWO,SWO.DAYS.TOGO,0xe54ac
SCHWO,SWO.OPCOUNT,0xe55dc
SCHWO,SWO.RUN.DAYS,0xe5544
SCHWO,SWO.SHOP.DUE   4,0xe59dc
SCHWO,SWO.WOPRE,0xe570c
SCHWO,SWO.WOSUF,0xe5674
SCRAP,MTSCRAP.ALPHA  f,0xe6414
SCRAP,MTSCRAP.CODE,0xe58ac
SCRAP,MTSCRAP.DESC,0xe5814
SCRAP,MTSCRAP.FLAG   a,0xe64ac
SCRAP,MTSCRAP.GLACCT S,0xe65dc
SCRAP,MTSCRAP.TYPE,0xe670c
SERIAL,MTSER.CODE,0xe81dc
SERIAL,MTSER.CUSTCODE e,0xe7414
SERIAL,MTSER.EXTRA    X,0xe6d44
SERIAL,MTSER.KEY,0xe8144
SERIAL,MTSER.LOC      L,0xe6c14
SERIAL,MTSER.ONHAND   D,0xe730c
SERIAL,MTSER.PO       7,0xe7814
SERIAL,MTSER.POCOST   U,0xe7a74
SERIAL,MTSER.RECDATE  Q,0xe79dc
SERIAL,MTSER.SELLPRICEs,0xe7544
SERIAL,MTSER.SERIAL,0xe8274
SERIAL,MTSER.SHIPDATE o,0xe74ac
SERIAL,MTSER.VENDOR   G,0xe7944
SERIAL,MTSER.WOSUF    V,0xe6cac
SUMCUST,SUMCUST.COGS,0xe89dc
SUMCUST,SUMCUST.CUST,0xe80ac
SUMCUST,SUMCUST.MONTH,0xe8b0c
SUMCUST,SUMCUST.SALES,0xe8a74
SUMCUST,SUMCUST.YEAR,0xe8014
SUMINV,SUMINV.DOL.ADJ,0xe8e74
SUMINV,SUMINV.DOL.ISS -,0xe8d44
SUMINV,SUMINV.DOL.RSTKM,0xe9274
SUMINV,SUMINV.DOL.SHPCm,0xe9014
SUMINV,SUMINV.DOL.WORCu,0xe9b0c
SUMINV,SUMINV.LOCATION,0xe8f0c
SUMINV,SUMINV.MONTH,0xe88ac
SUMINV,SUMINV.PARTNO,0xe8944
SUMINV,SUMINV.UN.ISS  5,0xe8cac
SUMINV,SUMINV.UN.RSTK U,0xe91dc
SUMINV,SUMINV.UN.RWIP E,0xe930c
SUMINV,SUMINV.UN.SHPS e,0xe90ac
SUMINV,SUMINV.YEAR,0xe8814
SUMPNCUS,SUMPNCUS.CUST,0xe98ac
SUMPNCUS,SUMPNCUS.MONTH,0xe9e74
SUMPNCUS,SUMPNCUS.PARTNO,0xe9814
SUMPNCUS,SUMPNCUS.SALES,0xe9ddc
SUMPNCUS,SUMPNCUS.YEAR,0xe9f0c
SUMWC,SUMWC.LABOR,0xeaa74
SUMWC,SUMWC.MONTH,0xea9dc
SUMWC,SUMWC.SETUP,0xeab0c
SUMWC,SUMWC.UNITS,0xe9c14
SUMWC,SUMWC.WORKCTR,0xea8ac
SUMWC,SUMWC.YEAR,0xea944
TESTFILE,TESTFILE.1,0x68f0c
TESTFILE,TESTFILE.10    7,0x68144
TESTFILE,TESTFILE.2,0x68014
TESTFILE,TESTFILE.4     e,0x6830c
TESTFILE,TESTFILE.5     m,0x67814
TESTFILE,TESTFILE.8     G,0x68274
TESTFILE,TESTFILE.9,0x680ac
TOOL,MTOOL.BASE.LOC D,0x691dc
TOOL,MTOOL.CAVITY   O,0x694ac
TOOL,MTOOL.CUST,0x69cac
TOOL,MTOOL.DATE     -,0x6b0ac
TOOL,MTOOL.DESC,0x6b014
TOOL,MTOOL.EJ.STROKE-,0x6a674
TOOL,MTOOL.HEIGHT,0x6a4ac
TOOL,MTOOL.ILOC.BIN 6,0x69f0c
TOOL,MTOOL.INS.LOC  N,0x69274
TOOL,MTOOL.INSERV.DT,0x69d44
TOOL,MTOOL.LASTUSED X,0x6930c
TOOL,MTOOL.MIN.TON,0x69c14
TOOL,MTOOL.NOTES    1,0x6b144
TOOL,MTOOL.NOZ.RAD  5,0x6a70c
TOOL,MTOOL.OWNER    E,0x69414
TOOL,MTOOL.REPL.COST,0x69ddc
TOOL,MTOOL.SHOTSIZE,0x6a30c
TOOL,MTOOL.TOOL,0x6bf0c
TOOL,MTOOL.WEIGHT,0x6a414
TOOL,MTOOL.WIDTH,0x6a544
WBTRVMEM,BTRV.MEM.BUFF,0x6bd44
WBTRVMEM,BTRV.MEM.CNTR,0x6c30c
WBTRVMEM,BTRV.MEM.LINK,0x6bcac
WBTRVMEM,BTRV.MEM.SIZE,0x6c274
WBTRVMEM,BTRV.MEM.SUBC,0x6bc14
WCCTL,WCTL.COUNT,0x6d1dc
WCCTL,WCTL.START,0x6d0ac
WCCTL,WCTL.STOP,0x6d144
WCCTL,WCTL.WC,0x6d014
WCTRLOAD,WC.LOAD.CAP,0x6d544
WCTRLOAD,WC.LOAD.DATE,0x6d70c
WCTRLOAD,WC.LOAD.EXTRA  4,0x6d30c
WCTRLOAD,WC.LOAD.TOTHRS,0x6d674
WCTRLOAD,WC.LOAD.UDATE,0x6d5dc
WCTRLOAD,WC.LOAD.WC,0x6d814
WOBOM,WOBOM.ASSY,0x6ef0c
WOBOM,WOBOM.ASSYDESC 0,0x6ecac
WOBOM,WOBOM.BINLOC,0x6d944
WOBOM,WOBOM.COMPCODE,0x6eddc
WOBOM,WOBOM.COMPDESC N,0x6ec14
WOBOM,WOBOM.OPER,0x6f144
WOBOM,WOBOM.QTYPER   l,0x6eb0c
WOBOM,WOBOM.REV,0x6d9dc
