logical_table,physical_file,location
PRGFILE,PRGFILE,DEFAULT
PRGFILE,PRGFILE,TESTDATA
QCCODES,QCCODES,DEFAULT
QCCODES,QCCODES,TESTDATA
ROCHG,ROCHG,DEFAULT
ROCHG,ROCHG,TESTDATA
ROUTING,BKRTEMTR,DEFAULT
ROUTING,ISRTESA,DEFAULT
ROUTING,ISRTEST,DEFAULT
ROUTING,ROUTAING,DEFAULT
ROUTING,ROUTING,DEFAULT
ROUTING,ROUTTEMP,DEFAULT
ROUTING,BKRTEMTR,TESTDATA
ROUTING,ISRTESA,TESTDATA
ROUTING,ISRTEST,TESTDATA
ROUTING,ROUTAING,TESTDATA
ROUTING,ROUTING,TESTDATA
ROUTING,ROUTTEMP,TESTDATA
SCHEDCAL,SCHEDCAL,DEFAULT
SCHEDCAL,SCHEDCAL,TESTDATA
SCHWO,SCHWO,DEFAULT
SCHWO,SCHWO,TESTDATA
SCRAP,SCRAP,DEFAULT
SCRAP,SCRAP,TESTDATA
SERIAL,SERIAL,DEFAULT
SERIAL,SERIALH,DEFAULT
SERIAL,SERIAL,TESTDATA
SERIAL,SERIALH,TESTDATA
SUMCUST,SUMCUST,DEFAULT
SUMCUST,SUMCUST,TESTDATA
SUMINV,SUMINV,DEFAULT
SUMINV,SUMINV,TESTDATA
SUMPNCUS,SUMPNCUS,DEFAULT
SUMPNCUS,SUMPNCUS,TESTDATA
SUMWC,SUMWC,DEFAULT
SUMWC,SUMWC,TESTDATA
TASCMDH,TASCMDH,DEFAULT
TASCMDL,TASCMDL,DEFAULT
TASEDHLP,TASEDHLP,DEFAULT
TASMAKE,TASMAKE,DEFAULT
TASMSLB,TASMSLB,DEFAULT
TESTARRA,TESTARRA,DEFAULT
TESTARRA,TESTARRA,TESTDATA
TESTFILE,TESTFILE,DEFAULT
TESTFILE,TESTFILE,TESTDATA
TOOL,TOOL,DEFAULT
TOOL,TOOL,TESTDATA
WCCTL,WCCTL,DEFAULT
WCCTL,WCCTL,TESTDATA
WCTRLOAD,WCTRLOAD,DEFAULT
WCTRLOAD,WCTRSLOD,DEFAULT
WCTRLOAD,WCTRLOAD,TESTDATA
WCTRLOAD,WCTRSLOD,TESTDATA
WOBOM,WOBOM,DEFAULT
WOBOM,WOHBOM,DEFAULT
WOBOM,WOSBOM,DEFAULT
WOBOM,WOBOM,TESTDATA
WOBOM,WOHBOM,TESTDATA
WOBOM,WOSBOM,TESTDATA
WOBOMCHG,WOBOMCHG,DEFAULT
WOBOMCHG,WOBOMCHG,TESTDATA
WOBOMREM,WOBOMHRM,DEFAULT
WOBOMREM,WOBOMREM,DEFAULT
WOBOMREM,WOBOMHRM,TESTDATA
WOBOMREM,WOBOMREM,TESTDATA
WODATE,WODATE,DEFAULT
WODATE,WOHDATE,DEFAULT
WODATE,WODATE,TESTDATA
WODATE,WOHDATE,TESTDATA
WOEXCHG,WOEXCHG,DEFAULT
WOEXCHG,WOHEXCHG,DEFAULT
WOEXCHG,WOEXCHG,TESTDATA
WOEXCHG,WOHEXCHG,TESTDATA
WOLABOR,WOELABOR,DEFAULT
WOLABOR,WOHLABOR,DEFAULT
WOLABOR,WOLABOR,DEFAULT
WOLABOR,WOLABRPT,DEFAULT
WOLABOR,WOELABOR,TESTDATA
WOLABOR,WOHLABOR,TESTDATA
WOLABOR,WOLABOR,TESTDATA
WOLABOR,WOLABRPT,TESTDATA
WOMAT,WOEMAT,DEFAULT
WOMAT,WOHMAT,DEFAULT
WOMAT,WOMAT,DEFAULT
WOMAT,WOEMAT,TESTDATA
WOMAT,WOHMAT,TESTDATA
WOMAT,WOMAT,TESTDATA
WORECV,ISNCRTXN,DEFAULT
WORECV,WOERECV,DEFAULT
WORECV,WOHRECV,DEFAULT
WORECV,WORECV,DEFAULT
WORECV,ISNCRTXN,TESTDATA
WORECV,WOERECV,TESTDATA
WORECV,WOHRECV,TESTDATA
WORECV,WORECV,TESTDATA
WORKCHG,WORKACHG,DEFAULT
WORKCHG,WORKCHG,DEFAULT
WORKCHG,WORKACHG,TESTDATA
WORKCHG,WORKCHG,TESTDATA
WORKCTR,WORKCTR,DEFAULT
WORKCTR,WORKCTR,TESTDATA
WORKORD,WORKHORD,DEFAULT
WORKORD,WORKORD,DEFAULT
WORKORD,WORKSORD,DEFAULT
WORKORD,WORKHORD,TESTDATA
WORKORD,WORKORD,TESTDATA
WORKORD,WORKSORD,TESTDATA
WOROCHG,WOROCHG,DEFAULT
WOROCHG,WOROCHG,TESTDATA
WOROUT,WOHROUT,DEFAULT
WOROUT,WOROUT,DEFAULT
WOROUT,WOROUTMP,DEFAULT
WOROUT,WOSROUT,DEFAULT
WOROUT,WOHROUT,TESTDATA
WOROUT,WOROUT,TESTDATA
WOROUT,WOROUTMP,TESTDATA
WOROUT,WOSROUT,TESTDATA
