file_id,field_id,index_num,part_num
31,1339,12,1
31,1339,13,0
31,1792,31,0
31,3328,31,0
31,3584,31,0
31,32787,1,20
32,19,7,0
32,1341,2,0
32,1727,4,1
32,1728,0,1
32,1728,3,0
32,1729,0,0
32,1729,1,0
32,1729,4,0
33,1730,0,0
33,1731,1,0
33,1738,2,0
33,1739,6,0
33,1743,7,0
33,1748,3,0
33,1761,5,0
33,1778,4,0
33,1791,8,0
33,1793,9,0
33,1798,10,0
34,1280,37,0
34,1863,1,0
34,1864,0,0
34,32788,1,22
35,17,0,2
35,17,12,2
35,17,20,4
35,21,2,1
35,1865,4,0
35,1866,3,0
